0.0,1.0
334,29
0,177
0.0,1.0
327,19
7,187
0.0,1.0
331,26
3,180
0.0,1.0
326,20
8,186
0.0,1.0
328,24
6,182
0.0,1.0
320,20
14,186
0.0,1.0
323,23
11,183
0.0,1.0
321,20
13,186
0.0,1.0
320,28
0,164
0.0,1.0
313,19
7,173
0.0,1.0
317,28
3,164
0.0,1.0
312,21
8,171
0.0,1.0
313,25
7,167
0.0,1.0
306,19
14,173
0.0,1.0
310,24
10,168
0.0,1.0
308,20
12,172
0.0,1.0
300,27
0,156
0.0,1.0
293,18
7,165
0.0,1.0
297,27
3,156
0.0,1.0
292,20
8,163
0.0,1.0
293,24
7,159
0.0,1.0
286,18
14,165
0.0,1.0
290,23
10,160
0.0,1.0
287,19
13,164
0.0,1.0
281,24
0,150
0.0,1.0
276,15
5,159
0.0,1.0
278,24
3,150
0.0,1.0
273,17
8,157
0.0,1.0
275,23
6,151
0.0,1.0
267,15
14,159
0.0,1.0
271,22
10,152
0.0,1.0
268,18
13,156
0.0,1.0
267,19
0,140
0.0,1.0
263,15
4,144
0.0,1.0
265,20
2,139
0.0,1.0
260,14
7,145
0.0,1.0
262,22
5,137
0.0,1.0
255,13
12,146
0.0,1.0
259,19
8,140
0.0,1.0
256,17
11,142
0.0,1.0
251,17
0,130
0.0,1.0
247,14
4,133
0.0,1.0
249,19
2,128
0.0,1.0
244,11
7,136
0.0,1.0
246,22
5,125
0.0,1.0
241,13
10,134
0.0,1.0
243,20
8,127
0.0,1.0
241,17
10,130
0.0,1.0
231,13
0,125
0.0,1.0
227,11
4,127
0.0,1.0
229,18
2,120
0.0,1.0
225,12
6,126
0.0,1.0
227,19
4,119
0.0,1.0
223,14
8,124
0.0,1.0
226,16
5,122
0.0,1.0
222,16
9,122
0.0,1.0
216,15
0,110
0.0,1.0
212,12
4,113
0.0,1.0
215,18
1,107
0.0,1.0
211,12
5,113
0.0,1.0
212,19
4,106
0.0,1.0
210,14
6,111
0.0,1.0
212,18
4,107
0.0,1.0
210,17
6,108
0.0,1.0
197,12
0,103
0.0,1.0
193,9
4,106
0.0,1.0
196,16
1,99
0.0,1.0
191,12
6,103
0.0,1.0
195,18
2,97
0.0,1.0
191,13
6,102
0.0,1.0
194,16
3,99
0.0,1.0
193,15
4,100
0.0,1.0
178,12
0,94
0.0,1.0
175,9
3,97
0.0,1.0
177,17
1,89
0.0,1.0
174,14
4,92
0.0,1.0
176,16
2,90
0.0,1.0
173,14
5,92
0.0,1.0
176,16
2,90
0.0,1.0
175,15
3,91
0.0,1.0
157,12
0,87
0.0,1.0
154,11
3,88
0.0,1.0
156,16
1,83
0.0,1.0
153,14
4,85
0.0,1.0
155,14
2,85
0.0,1.0
153,14
4,85
0.0,1.0
155,14
2,85
0.0,1.0
153,13
4,86
0.0,1.0
135,11
0,81
0.0,1.0
134,11
1,81
0.0,1.0
134,14
1,78
0.0,1.0
130,11
5,81
0.0,1.0
131,12
4,80
0.0,1.0
129,11
6,81
0.0,1.0
131,12
4,80
0.0,1.0
130,9
5,83
0.0,1.0
118,10
0,71
0.0,1.0
117,10
1,71
0.0,1.0
117,12
1,69
0.0,1.0
113,9
5,72
0.0,1.0
115,10
3,71
0.0,1.0
112,10
6,71
0.0,1.0
114,10
4,71
0.0,1.0
113,8
5,73
0.0,1.0
101,9
0,60
0.0,1.0
100,8
1,61
0.0,1.0
100,11
1,58
0.0,1.0
96,7
5,62
0.0,1.0
99,10
2,59
0.0,1.0
96,8
5,61
0.0,1.0
97,10
4,59
0.0,1.0
96,6
5,63
0.0,1.0
82,8
0,52
0.0,1.0
81,6
1,54
0.0,1.0
81,7
1,53
0.0,1.0
78,6
4,54
0.0,1.0
80,7
2,53
0.0,1.0
79,5
3,55
0.0,1.0
79,7
3,53
0.0,1.0
79,7
3,53
0.0,1.0
64,7
0,42
0.0,1.0
64,6
0,43
0.0,1.0
64,8
0,41
0.0,1.0
62,7
2,42
0.0,1.0
63,7
1,42
0.0,1.0
62,6
2,43
0.0,1.0
62,7
2,42
0.0,1.0
62,6
2,43
0.0,1.0
45,7
0,33
0.0,1.0
44,4
1,36
0.0,1.0
45,7
0,33
0.0,1.0
43,5
2,35
0.0,1.0
44,7
1,33
0.0,1.0
44,6
1,34
0.0,1.0
44,6
1,34
0.0,1.0
44,6
1,34
0.0,1.0
32,4
0,20
0.0,1.0
31,3
1,21
0.0,1.0
31,4
1,20
0.0,1.0
31,4
1,20
0.0,1.0
31,4
1,20
0.0,1.0
31,4
1,20
0.0,1.0
31,4
1,20
0.0,1.0
31,3
1,21
0.0,1.0
14,3
0,11
0.0,1.0
14,3
0,11
0.0,1.0
14,3
0,11
0.0,1.0
14,3
0,11
0.0,1.0
14,3
0,11
0.0,1.0
14,3
0,11
0.0,1.0
14,5
0,9
0.0,1.0
14,5
0,9
