1,2,3
28,16,0
0,5939,115
0,0,74
1,2,3
1,1,0
27,5933,95
0,21,94
1,2,3
0,0,0
28,5951,157
0,4,32
1,2,3
0,0,0
28,5946,154
0,9,35
1,2,3
0,0,0
28,5950,170
0,5,19
1,2,3
0,0,0
28,5947,167
0,8,22
1,2,3
0,0,0
28,5950,170
0,5,19
1,2,3
0,0,0
28,5944,167
0,11,22
1,2,3
26,16,0
0,5629,112
0,0,64
1,2,3
1,1,0
25,5624,93
0,20,83
1,2,3
0,0,0
26,5641,148
0,4,28
1,2,3
0,0,0
26,5634,146
0,11,30
1,2,3
0,0,0
26,5640,159
0,5,17
1,2,3
0,0,0
26,5637,157
0,8,19
1,2,3
0,0,0
26,5639,159
0,6,17
1,2,3
0,0,0
26,5634,155
0,11,21
1,2,3
20,14,0
0,5322,108
0,0,58
1,2,3
1,1,0
19,5314,91
0,21,75
1,2,3
0,0,0
20,5330,139
0,6,27
1,2,3
0,0,0
20,5324,137
0,12,29
1,2,3
0,0,0
20,5332,150
0,4,16
1,2,3
0,0,0
20,5331,148
0,5,18
1,2,3
0,0,0
20,5331,151
0,5,15
1,2,3
0,0,0
20,5325,150
0,11,16
1,2,3
18,13,0
0,5010,98
0,0,58
1,2,3
1,1,0
17,5000,82
0,22,74
1,2,3
0,0,0
18,5017,131
0,6,25
1,2,3
0,0,0
18,5012,127
0,11,29
1,2,3
0,0,0
18,5020,141
0,3,15
1,2,3
0,0,0
18,5017,139
0,6,17
1,2,3
0,0,0
18,5018,143
0,5,13
1,2,3
0,0,0
18,5012,140
0,11,16
1,2,3
17,11,0
0,4697,97
0,0,50
1,2,3
1,1,0
16,4689,86
0,18,61
1,2,3
0,0,0
17,4705,128
0,3,19
1,2,3
0,0,0
17,4702,124
0,6,23
1,2,3
0,0,0
17,4705,132
0,3,15
1,2,3
0,0,0
17,4704,131
0,4,16
1,2,3
0,0,0
17,4705,135
0,3,12
1,2,3
0,0,0
17,4700,134
0,8,13
1,2,3
14,8,0
0,4390,89
0,0,46
1,2,3
1,1,0
13,4380,80
0,17,55
1,2,3
0,0,0
14,4395,115
0,3,20
1,2,3
0,0,0
14,4394,113
0,4,22
1,2,3
0,0,0
14,4396,122
0,2,13
1,2,3
0,0,0
14,4393,122
0,5,13
1,2,3
0,0,0
14,4396,128
0,2,7
1,2,3
0,0,0
14,4395,127
0,3,8
1,2,3
13,7,0
0,4080,83
0,0,40
1,2,3
1,1,0
12,4070,76
0,16,47
1,2,3
0,0,0
13,4085,102
