1,2,3
29,17,2
0,5939,114
0,0,71
1,2,3
2,1,2
27,5936,96
0,19,89
1,2,3
0,0,0
29,5952,157
0,4,30
1,2,3
0,0,0
29,5942,151
0,14,36
1,2,3
0,0,0
29,5951,171
0,5,16
1,2,3
0,0,0
29,5949,169
0,7,18
1,2,3
0,0,0
29,5951,172
0,5,15
1,2,3
0,0,0
29,5947,168
0,9,19
1,2,3
28,18,2
0,5621,110
0,0,68
1,2,3
2,1,2
26,5623,94
0,15,84
1,2,3
0,0,0
28,5636,154
0,3,26
1,2,3
0,0,0
28,5627,149
0,12,31
1,2,3
0,0,0
28,5634,164
0,5,16
1,2,3
0,0,0
28,5633,164
0,6,16
1,2,3
0,0,0
28,5634,165
0,5,15
1,2,3
0,0,0
28,5631,162
0,8,18
1,2,3
27,20,2
0,5311,103
0,0,59
1,2,3
2,1,2
25,5315,90
0,15,72
1,2,3
0,0,0
27,5328,144
0,3,20
1,2,3
0,0,0
27,5322,140
0,9,24
1,2,3
0,0,0
27,5326,150
0,5,14
1,2,3
0,0,0
27,5324,150
0,7,14
1,2,3
0,0,0
27,5325,151
0,6,13
1,2,3
0,0,0
27,5323,149
0,8,15
1,2,3
24,18,2
0,4998,97
0,0,58
1,2,3
2,1,2
22,5002,86
0,13,69
1,2,3
0,0,0
24,5013,138
0,3,19
1,2,3
0,0,0
24,5006,133
0,10,24
1,2,3
0,0,0
24,5010,144
0,6,13
1,2,3
0,0,0
24,5007,144
0,9,13
1,2,3
0,0,0
24,5010,145
0,6,12
1,2,3
0,0,0
24,5007,143
0,9,14
1,2,3
22,17,2
0,4683,95
0,0,53
1,2,3
2,1,2
20,4687,85
0,12,63
1,2,3
0,0,0
22,4695,134
0,5,16
1,2,3
0,0,0
22,4691,129
0,9,21
1,2,3
0,0,0
22,4694,137
0,6,13
1,2,3
0,0,0
22,4693,137
0,7,13
1,2,3
0,0,0
22,4694,138
0,6,12
1,2,3
0,0,0
22,4693,136
0,7,14
1,2,3
19,16,2
0,4376,93
0,0,41
1,2,3
2,1,2
17,4381,85
0,10,49
1,2,3
0,0,0
19,4389,120
0,3,16
1,2,3
0,0,0
19,4384,116
0,8,20
1,2,3
0,0,0
19,4388,123
0,4,13
1,2,3
0,0,0
19,4386,121
0,6,15
1,2,3
0,0,0
19,4388,125
0,4,11
1,2,3
0,0,0
19,4386,125
0,6,11
1,2,3
15,16,2
0,4062,91
0,0,37
1,2,3
3,2,2
12,4066,83
0,10,45
1,2,3
0,0,0
15,4075,114
0,3,16
1,2,3
0,0,0
15,4071,109
0,7,21
1,2,3
0,0,0
15,4075,117
0,3,13
1,2,3
0,0,0
15,4073,112
0,5,18
1,2,3
0,0,0
15,4075,119
0,3,11
1,2,3
0,0,0
15,4073,119
0,5,11
1,2,3
15,16,2
0,3746,85
0,0,34
1,2,3
3,2,2
12,3752,78
0,8,41
1,2,3
0,0,0
15,3759,107
0,3,14
1,2,3
0,0,0
15,3754,102
0,8,19
1,2,3
0,0,0
15,3758,110
0,4,11
1,2,3
0,0,0
15,3756,105
0,6,16
1,2,3
0,0,0
15,3758,111
0,4,10
1,2,3
0,0,0
15,3755,111
0,7,10
1,2,3
14,15,2
0,3434,81
0,0,27
1,2,3
3,2,2
11,3438,75
0,9,33
1,2,3
0,0,0
14,3446,96
0,3,14
1,2,3
0,0,0
14,3442,90
0,7,20
1,2,3
0,0,0
14,3445,99
0,4,11
1,2,3
0,0,0
14,3443,97
0,6,13
1,2,3
0,0,0
14,3445,100
0,4,10
1,2,3
0,0,0
14,3441,100
0,8,10
1,2,3
13,13,2
0,3120,78
0,0,22
1,2,3
3,2,2
10,3124,72
0,7,28
1,2,3
0,0,0
13,3129,90
0,4,12
1,2,3
0,0,0
13,3127,85
0,6,17
1,2,3
0,0,0
13,3129,91
0,4,11
1,2,3
0,0,0
13,3125,89
0,8,13
1,2,3
0,0,0
13,3127,92
0,6,10
1,2,3
0,0,0
13,3125,92
0,8,10
1,2,3
13,12,2
0,2808,69
0,0,19
1,2,3
3,2,2
10,2812,64
0,6,24
1,2,3
0,0,0
13,2816,80
0,4,10
1,2,3
0,0,0
13,2813,75
0,7,15
1,2,3
0,0,0
13,2817,84
0,3,6
1,2,3
0,0,0
13,2814,82
0,6,8
1,2,3
0,0,0
13,2815,85
0,5,5
1,2,3
0,0,0
13,2814,85
0,6,5
1,2,3
12,9,2
0,2501,57
0,0,17
1,2,3
3,1,2
9,2504,52
0,5,22
1,2,3
0,1,0
12,2506,66
0,3,10
1,2,3
0,0,0
12,2503,64
0,7,12
1,2,3
0,0,0
12,2506,70
0,4,6
1,2,3
0,0,0
12,2503,68
0,7,8
1,2,3
0,0,0
12,2504,71
0,6,5
1,2,3
0,0,0
12,2504,71
0,6,5
1,2,3
11,8,2
0,2183,52
0,0,17
1,2,3
3,1,2
8,2186,48
0,4,21
1,2,3
0,1,0
11,2188,62
0,2,9
1,2,3
0,0,0
11,2185,63
0,6,8
1,2,3
0,0,0
11,2186,66
0,5,5
