1,2,3
28,15,1
0,5945,114
0,0,69
1,2,3
2,1,1
26,5937,96
0,22,87
1,2,3
0,0,0
28,5954,158
0,6,26
1,2,3
0,0,0
28,5949,153
0,11,31
1,2,3
0,0,0
28,5954,167
0,6,17
1,2,3
0,0,0
28,5952,166
0,8,18
1,2,3
0,0,0
28,5956,172
0,4,12
1,2,3
0,0,0
28,5952,172
0,8,12
1,2,3
26,12,1
0,5635,107
0,0,66
1,2,3
1,0,1
25,5628,97
0,19,76
1,2,3
0,0,0
26,5644,149
0,3,25
1,2,3
0,0,0
26,5639,146
0,8,28
1,2,3
0,0,0
26,5644,161
0,3,13
1,2,3
0,0,0
26,5643,160
0,4,14
1,2,3
0,0,0
26,5644,162
0,3,12
1,2,3
0,0,0
26,5642,161
0,5,13
1,2,3
23,10,1
0,5328,100
0,0,60
1,2,3
1,0,1
22,5321,91
0,17,69
1,2,3
0,0,0
23,5336,142
0,2,19
1,2,3
0,0,0
23,5332,138
0,6,23
1,2,3
0,0,0
23,5335,151
0,3,10
1,2,3
0,0,0
23,5334,148
0,4,13
1,2,3
0,0,0
23,5335,150
0,3,11
1,2,3
0,0,0
23,5333,149
0,5,12
1,2,3
21,7,1
0,5018,100
0,0,50
1,2,3
1,0,1
20,5007,88
0,18,62
1,2,3
0,0,0
21,5022,133
0,3,18
1,2,3
0,0,0
21,5021,128
0,4,23
1,2,3
0,0,0
21,5023,140
0,2,11
1,2,3
0,0,0
21,5021,138
0,4,13
1,2,3
0,0,0
21,5021,140
0,4,11
1,2,3
0,0,0
21,5019,139
0,6,12
1,2,3
19,7,1
0,4711,91
0,0,43
1,2,3
1,0,1
18,4705,82
0,13,52
1,2,3
0,0,0
19,4717,123
0,1,12
1,2,3
0,0,0
19,4716,119
0,2,16
1,2,3
0,0,0
19,4716,124
0,2,11
1,2,3
0,0,0
19,4714,122
0,4,13
1,2,3
0,0,0
19,4714,124
0,4,11
1,2,3
0,0,0
19,4712,123
0,6,12
1,2,3
18,6,1
0,4397,88
0,0,37
1,2,3
1,0,1
17,4393,81
0,10,44
1,2,3
0,0,0
18,4402,115
0,1,11
1,2,3
0,0,0
18,4401,111
0,2,15
1,2,3
0,0,0
18,4401,116
0,2,10
1,2,3
0,0,0
18,4399,114
0,4,12
1,2,3
0,0,0
18,4399,116
0,4,10
1,2,3
0,0,0
18,4397,115
0,6,11
1,2,3
17,5,1
0,4080,83
0,0,37
1,2,3
1,0,1
16,4075,77
0,10,43
1,2,3
0,0,0
17,4084,109
0,1,12
1,2,3
0,0,0
17,4083,106
0,2,15
1,2,3
0,0,0
17,4083,111
0,2,10
1,2,3
0,0,0
17,4081,110
0,4,11
1,2,3
0,0,0
17,4081,111
0,4,10
1,2,3
0,0,0
17,4079,111
0,6,10
1,2,3
16,7,1
0,3764,75
0,0,35
1,2,3
1,0,1
15,3761,70
0,10,40
1,2,3
0,0,0
16,3770,98
0,1,13
1,2,3
0,0,0
16,3768,95
0,3,16
1,2,3
0,0,0
16,3768,100
0,3,11
1,2,3
0,0,0
16,3767,100
0,4,11
1,2,3
0,0,0
16,3767,101
0,4,10
1,2,3
0,0,0
16,3765,100
0,6,11
1,2,3
14,6,1
0,3450,70
0,0,32
1,2,3
1,0,1
13,3448,68
0,8,34
1,2,3
0,0,0
14,3456,91
0,0,12
1,2,3
0,0,0
14,3455,91
0,1,12
1,2,3
0,0,0
14,3455,92
0,1,11
1,2,3
0,0,0
14,3454,92
0,2,11
1,2,3
0,0,0
14,3454,92
0,2,11
1,2,3
0,0,0
14,3452,92
0,4,11
1,2,3
13,6,1
0,3133,65
0,0,30
1,2,3
1,0,1
12,3133,64
0,6,31
1,2,3
0,0,0
13,3139,85
0,0,11
1,2,3
0,0,0
13,3138,85
0,1,11
1,2,3
0,0,0
13,3138,86
0,1,10
1,2,3
0,0,0
13,3136,86
0,3,10
1,2,3
0,0,0
13,3136,86
0,3,10
1,2,3
0,0,0
13,3135,86
0,4,10
1,2,3
11,7,1
0,2823,59
0,0,22
1,2,3
1,0,1
10,2826,56
0,4,25
1,2,3
0,0,0
11,2830,76
0,0,6
1,2,3
0,0,0
11,2828,75
0,2,7
1,2,3
0,0,0
11,2828,78
0,2,4
1,2,3
0,0,0
11,2827,78
0,3,4
1,2,3
0,0,0
11,2830,82
0,0,0
1,2,3
0,0,0
11,2830,82
0,0,0
1,2,3
10,6,1
0,2508,52
0,0,21
1,2,3
1,0,1
9,2508,48
0,6,25
1,2,3
0,0,0
10,2514,70
0,0,4
1,2,3
0,0,0
10,2512,70
0,2,4
1,2,3
0,0,0
10,2512,70
0,2,4
1,2,3
0,0,0
10,2511,70
0,3,4
1,2,3
0,0,0
10,2514,74
0,0,0
1,2,3
0,0,0
10,2514,74
0,0,0
1,2,3
10,7,1
0,2193,46
0,0,16
1,2,3
1,0,1
9,2195,44
0,5,18
1,2,3
0,0,0
10,2200,60
0,0,3
1,2,3
0,0,0
10,2197,60
0,3,3
1,2,3
0,0,0
10,2200,63
0,0,0
1,2,3
0,0,0
10,2200,63
0,0,0
1,2,3
0,0,0
10,2200,63
0,0,0
1,2,3
0,0,0
10,2200,63
0,0,0
1,2,3
9,5,1
0,1879,44
0,0,11
1,2,3
1,0,1
8,1880,41
0,4,14
1,2,3
0,0,0
9,1884,56
0,0,0
1,2,3
0,0,0
9,1884,56
0,0,0
1,2,3
0,0,0
9,1884,56
0,0,0
1,2,3
0,0,0
9,1884,56
0,0,0
1,2,3
0,0,0
9,1884,56
0,0,0
1,2,3
0,0,0
9,1884,56
0,0,0
1,2,3
8,4,0
0,1570,35
0,0,7
1,2,3
0,0,0
8,1572,32
0,2,10
1,2,3
0,0,0
8,1574,42
0,0,0
1,2,3
0,0,0
8,1574,42
0,0,0
1,2,3
0,0,0
8,1574,42
0,0,0
1,2,3
0,0,0
8,1574,42
0,0,0
1,2,3
0,0,0
8,1574,42
0,0,0
1,2,3
0,0,0
8,1574,42
0,0,0
1,2,3
8,6,0
0,1249,31
0,0,5
1,2,3
0,0,0
8,1252,30
0,3,6
1,2,3
0,0,0
8,1255,36
0,0,0
1,2,3
0,0,0
8,1255,36
0,0,0
1,2,3
0,0,0
8,1255,36
0,0,0
1,2,3
0,0,0
8,1255,36
0,0,0
1,2,3
0,0,0
8,1255,36
0,0,0
1,2,3
0,0,0
8,1255,36
0,0,0
1,2,3
6,3,0
0,934,27
0,0,4
1,2,3
0,0,0
6,935,27
0,2,4
1,2,3
0,0,0
6,937,31
0,0,0
1,2,3
0,0,0
6,937,31
0,0,0
1,2,3
0,0,0
6,937,31
0,0,0
1,2,3
0,0,0
6,937,31
0,0,0
1,2,3
0,0,0
6,937,31
0,0,0
1,2,3
0,0,0
6,937,31
0,0,0
1,2,3
3,1,0
0,625,20
0,0,0
1,2,3
0,0,1
3,626,18
0,0,1
1,2,3
0,0,0
3,626,20
0,0,0
1,2,3
0,0,0
3,625,20
0,1,0
1,2,3
0,0,0
3,626,20
0,0,0
1,2,3
0,0,0
3,626,20
0,0,0
1,2,3
0,0,0
3,626,20
0,0,0
1,2,3
0,0,0
3,626,20
0,0,0
1,2,3
3,2,1
0,310,8
0,0,0
1,2,3
0,1,2
3,311,7
0,0,0
1,2,3
0,0,0
3,312,9
0,0,0
1,2,3
0,0,0
3,312,9
0,0,0
1,2,3
0,0,0
3,312,9
0,0,0
1,2,3
0,0,0
3,312,9
0,0,0
1,2,3
0,0,0
3,312,9
0,0,0
1,2,3
0,0,0
3,312,9
0,0,0
