1,2,3
27,15,2
0,5944,113
0,0,71
1,2,3
3,2,2
24,5941,98
0,16,86
1,2,3
0,0,0
27,5956,155
0,3,31
1,2,3
0,0,0
27,5946,151
0,13,35
1,2,3
0,0,0
27,5954,168
0,5,18
1,2,3
0,0,0
27,5952,165
0,7,21
1,2,3
0,0,0
27,5953,167
0,6,19
1,2,3
0,0,0
27,5949,166
0,10,20
1,2,3
26,14,2
0,5628,108
0,0,69
1,2,3
3,1,2
23,5624,95
0,17,82
1,2,3
0,0,0
26,5639,147
0,3,32
1,2,3
0,0,0
26,5629,143
0,13,36
1,2,3
0,0,0
26,5637,160
0,5,19
1,2,3
0,0,0
26,5634,158
0,8,21
1,2,3
0,0,0
26,5634,159
0,8,20
1,2,3
0,0,0
26,5632,159
0,10,20
1,2,3
24,12,2
0,5323,99
0,0,62
1,2,3
3,1,2
21,5316,86
0,18,75
1,2,3
0,0,0
24,5332,137
0,3,26
1,2,3
0,0,0
24,5325,135
0,10,28
1,2,3
0,0,0
24,5330,146
0,5,17
1,2,3
0,0,0
24,5327,144
0,8,19
1,2,3
0,0,0
24,5328,147
0,7,16
1,2,3
0,0,0
24,5327,146
0,8,17
1,2,3
23,11,2
0,5011,92
0,0,58
1,2,3
4,1,2
19,5005,80
0,16,70
1,2,3
0,0,0
23,5019,126
0,3,26
1,2,3
0,0,0
23,5013,125
0,9,27
1,2,3
0,0,0
23,5017,136
0,5,16
1,2,3
0,0,0
23,5014,133
0,8,19
1,2,3
0,0,0
23,5015,137
0,7,15
1,2,3
0,0,0
23,5013,137
0,9,15
1,2,3
20,10,2
0,4700,82
0,0,58
1,2,3
3,1,2
17,4695,73
0,14,67
1,2,3
0,0,0
20,4706,116
0,4,26
1,2,3
0,0,0
20,4701,114
0,9,28
1,2,3
0,0,0
20,4704,124
0,6,18
1,2,3
0,0,0
20,4703,123
0,7,19
1,2,3
0,0,0
20,4704,127
0,6,15
1,2,3
0,0,0
20,4701,127
0,9,15
1,2,3
19,9,2
0,4385,81
0,0,51
1,2,3
2,1,2
17,4381,76
0,12,56
1,2,3
0,0,0
19,4391,114
0,3,20
1,2,3
0,0,0
19,4387,111
0,7,23
1,2,3
0,0,0
19,4389,119
0,5,15
1,2,3
0,0,0
19,4386,119
0,8,15
