Kernel,OS Error Mean,OS Error St Dev,OS Error Median,OS Error Min,OS Error Max,IS Error Mean,IS Error St Dev,IS Error Median,IS Error Min,IS Error Max,µs Mean,µs St Dev,µs Median,µs Min,µs Max
linear,0.03824188372447135,0.006348370478566211,0.037242228377962434,0.024615384615384598,0.055384615384615365,0.03459782175852123,0.001355836919067864,0.03448275862068961,0.030864197530864224,0.03694202154951254,78399740.28571428,33891785.19544016,74403705,30356722,166062362
poly,0.036955522996774105,0.005431943165117447,0.03591216909501338,0.024615384615384598,0.05076923076923079,0.03381967229274315,0.0010885741136533668,0.033875934887813486,0.030864197530864224,0.03574482640670429,499583.4285714286,557784.7092934309,249789,930,1540605
rbf,0.036955522996774105,0.005431943165117447,0.03591216909501338,0.024615384615384598,0.05076923076923079,0.03381967229274315,0.0010885741136533668,0.033875934887813486,0.030864197530864224,0.03574482640670429,29402.809523809523,24356.434715735897,22397,1028,71128
sigmoid,0.036955522996774105,0.005431943165117447,0.03591216909501338,0.024615384615384598,0.05076923076923079,0.03381967229274315,0.0010885741136533668,0.033875934887813486,0.030864197530864224,0.03574482640670429,34556.09523809524,28649.97679389071,26888,901,82600
