b,catsvm-cat,2738698813,linear,0.03677900194426442,0.024615384615384595,325,119001459,[0.96241089 0.96370706 0.96370706 0.96305898]
b,catsvm-cat,2738698813,poly,0.03564484769928711,0.024615384615384595,325,1355587,[0.96435515 0.96435515 0.96435515 0.96435515]
b,catsvm-cat,2738698813,rbf,0.03564484769928711,0.024615384615384595,325,69991,[0.96435515 0.96435515 0.96435515 0.96435515]
b,catsvm-cat,2738698813,sigmoid,0.03564484769928711,0.024615384615384595,325,82600,[0.96435515 0.96435515 0.96435515 0.96435515]
b,catsvm-cat,2738698813,linear,0.03694202154951254,0.029230769230769282,650,166062362,[0.96240602 0.96308954 0.96372348 0.96232877]
b,catsvm-cat,2738698813,poly,0.03574482640670429,0.029230769230769282,650,1540605,[0.96377307 0.96377307 0.96440794 0.96506849]
b,catsvm-cat,2738698813,rbf,0.03574482640670429,0.029230769230769282,650,64796,[0.96377307 0.96377307 0.96440794 0.96506849]
b,catsvm-cat,2738698813,sigmoid,0.03574482640670429,0.029230769230769282,650,74692,[0.96377307 0.96377307 0.96440794 0.96506849]
b,catsvm-cat,2738698813,linear,0.03513219847881199,0.0379487179487179,975,102122153,[0.96307024 0.96307024 0.96379435 0.96301668]
b,catsvm-cat,2738698813,poly,0.03458891705903655,0.0379487179487179,975,1116028,[0.96524258 0.96524258 0.96524258 0.96591733]
b,catsvm-cat,2738698813,rbf,0.03458891705903655,0.0379487179487179,975,63158,[0.96524258 0.96524258 0.96524258 0.96591733]
b,catsvm-cat,2738698813,sigmoid,0.03458891705903655,0.0379487179487179,975,65083,[0.96524258 0.96524258 0.96524258 0.96591733]
b,catsvm-cat,2738698813,linear,0.03578987877621709,0.038461538461538436,1300,87314084,[0.96233666 0.96535797 0.96458814 0.96379045]
b,catsvm-cat,2738698813,poly,0.03463536655762944,0.03692307692307695,1300,1022168,[0.96464258 0.96535797 0.96535797 0.96610169]
b,catsvm-cat,2738698813,rbf,0.03463536655762944,0.03692307692307695,1300,46643,[0.96464258 0.96535797 0.96535797 0.96610169]
b,catsvm-cat,2738698813,sigmoid,0.03463536655762944,0.03692307692307695,1300,58751,[0.96464258 0.96535797 0.96535797 0.96610169]
b,catsvm-cat,2738698813,linear,0.03612479474548436,0.038153846153846205,1625,103107725,[0.9630845  0.96551724 0.96387521 0.96384552]
b,catsvm-cat,2738698813,poly,0.03448275862068961,0.03692307692307695,1625,681669,[0.96472518 0.96551724 0.96551724 0.9663106 ]
