1,2,3
27,14,2
0,5945,113
0,0,71
1,2,3
3,2,2
24,5939,98
0,18,86
1,2,3
0,0,0
27,5954,156
0,5,30
1,2,3
0,0,0
27,5947,151
0,12,35
1,2,3
0,0,0
27,5955,168
0,4,18
1,2,3
0,0,0
27,5953,167
0,6,19
1,2,3
0,0,0
27,5954,168
0,5,18
1,2,3
0,0,0
27,5951,167
0,8,19
1,2,3
26,14,2
0,5634,105
0,0,66
1,2,3
3,2,2
23,5627,95
0,19,76
1,2,3
0,0,0
26,5642,147
0,6,26
1,2,3
0,0,0
26,5638,141
0,10,32
1,2,3
0,0,0
26,5644,156
0,4,17
1,2,3
0,0,0
26,5642,154
0,6,19
1,2,3
0,0,0
26,5643,156
0,5,17
1,2,3
0,0,0
26,5641,154
0,7,19
1,2,3
26,15,1
0,5321,101
0,0,58
1,2,3
2,1,1
24,5320,93
0,15,66
1,2,3
0,0,0
26,5331,137
0,5,23
1,2,3
0,0,0
26,5327,133
0,9,27
1,2,3
0,0,0
26,5332,144
0,4,16
1,2,3
0,0,0
26,5329,142
0,7,18
1,2,3
0,0,0
26,5332,145
0,4,15
1,2,3
0,0,0
26,5328,145
0,8,15
1,2,3
23,15,1
0,5005,99
0,0,54
1,2,3
2,1,1
21,5004,92
0,15,61
1,2,3
0,0,0
23,5015,130
0,5,24
1,2,3
0,0,0
23,5011,127
0,9,27
1,2,3
0,0,0
23,5016,141
0,4,13
1,2,3
0,0,0
23,5014,138
0,6,16
1,2,3
0,0,0
23,5016,141
0,4,13
1,2,3
0,0,0
23,5013,141
0,7,13
1,2,3
22,15,1
0,4690,96
0,0,48
1,2,3
2,1,1
20,4692,89
0,12,55
1,2,3
0,0,0
22,4700,122
0,5,23
1,2,3
0,0,0
22,4698,119
0,7,26
1,2,3
0,0,0
22,4701,133
0,4,12
1,2,3
0,0,0
22,4699,130
0,6,15
1,2,3
0,0,0
22,4701,133
0,4,12
1,2,3
0,0,0
22,4696,133
0,9,12
1,2,3
21,14,1
0,4372,94
0,0,45
1,2,3
2,1,1
19,4372,87
0,13,52
1,2,3
0,0,0
21,4382,118
0,4,22
1,2,3
0,0,0
21,4380,117
0,6,23
1,2,3
0,0,0
21,4382,127
0,4,13
1,2,3
0,0,0
21,4381,127
0,5,13
1,2,3
0,0,0
21,4382,128
0,4,12
1,2,3
0,0,0
21,4377,128
0,9,12
1,2,3
20,12,1
0,4056,93
0,0,41
1,2,3
2,1,1
18,4054,86
0,13,48
1,2,3
0,0,0
20,4065,116
0,3,19
1,2,3
0,0,0
20,4064,115
0,4,20
1,2,3
0,0,0
20,4066,123
0,2,12
1,2,3
0,0,0
20,4065,123
0,3,12
1,2,3
0,0,0
20,4065,124
0,3,11
1,2,3
0,0,0
20,4064,124
0,4,11
1,2,3
19,12,1
0,3744,85
0,0,37
1,2,3
2,1,1
17,3744,79
0,11,43
1,2,3
0,0,0
19,3753,104
0,3,19
1,2,3
0,0,0
19,3747,101
0,9,22
1,2,3
0,0,0
19,3752,111
0,4,12
1,2,3
0,0,0
19,3751,110
0,5,13
1,2,3
0,0,0
19,3752,111
0,4,12
1,2,3
0,0,0
19,3750,111
0,6,12
1,2,3
17,10,1
0,3437,75
0,0,33
1,2,3
2,0,1
15,3436,68
0,11,40
1,2,3
0,0,0
17,3444,91
0,3,18
1,2,3
0,0,0
17,3442,91
0,5,18
1,2,3
0,0,0
17,3443,99
0,4,10
1,2,3
0,0,0
17,3443,98
0,4,11
1,2,3
0,0,0
17,3445,103
0,2,6
1,2,3
0,0,0
17,3444,103
0,3,6
1,2,3
15,10,1
0,3124,67
0,0,31
1,2,3
1,0,1
14,3121,60
0,13,38
1,2,3
0,0,0
15,3131,84
0,3,15
1,2,3
0,0,0
15,3130,82
0,4,17
1,2,3
0,0,0
15,3133,93
0,1,6
1,2,3
0,0,0
15,3133,92
0,1,7
1,2,3
0,0,0
15,3133,93
0,1,6
1,2,3
0,0,0
15,3131,93
0,3,6
1,2,3
14,5,1
0,2815,59
0,0,29
1,2,3
1,0,1
13,2809,55
0,11,33
1,2,3
0,0,0
14,2818,76
0,2,13
1,2,3
0,0,0
14,2815,75
0,5,14
1,2,3
0,0,0
14,2819,85
0,1,4
1,2,3
0,0,0
14,2817,84
0,3,5
1,2,3
0,0,0
14,2820,89
0,0,0
1,2,3
0,0,0
14,2820,89
0,0,0
1,2,3
14,5,1
0,2502,54
0,0,22
1,2,3
1,0,1
13,2496,50
0,11,26
1,2,3
0,0,0
14,2506,72
0,1,5
1,2,3
0,0,0
14,2505,72
0,2,5
1,2,3
0,0,0
14,2506,73
0,1,4
1,2,3
0,0,0
14,2504,73
0,3,4
1,2,3
0,0,0
14,2507,77
0,0,0
1,2,3
0,0,0
14,2507,77
0,0,0
1,2,3
13,5,0
0,2186,47
0,0,22
1,2,3
0,0,0
13,2183,43
0,8,26
1,2,3
0,0,0
13,2190,64
0,1,5
1,2,3
0,0,0
13,2189,64
0,2,5
1,2,3
0,0,0
13,2190,65
0,1,4
1,2,3
0,0,0
13,2188,65
0,3,4
1,2,3
0,0,0
13,2191,69
0,0,0
1,2,3
0,0,0
13,2191,69
0,0,0
1,2,3
12,4,0
0,1873,44
0,0,16
1,2,3
0,0,0
12,1872,42
0,5,18
1,2,3
0,0,0
12,1876,55
