1,2,3
29,17,2
0,5934,108
0,0,82
1,2,3
3,2,2
26,5932,91
0,17,99
1,2,3
0,0,0
29,5947,159
0,4,33
1,2,3
0,0,0
29,5939,153
0,12,39
1,2,3
0,0,0
29,5946,173
0,5,19
1,2,3
0,0,0
29,5944,171
0,7,21
1,2,3
0,0,0
29,5946,173
0,5,19
1,2,3
0,0,0
29,5942,170
0,9,22
1,2,3
29,17,2
0,5617,103
0,0,79
1,2,3
3,2,2
26,5615,90
0,17,92
1,2,3
0,0,0
29,5630,153
0,4,31
1,2,3
0,0,0
29,5623,149
0,11,35
1,2,3
0,0,0
29,5631,166
0,3,18
1,2,3
0,0,0
29,5628,162
0,6,22
1,2,3
0,0,0
29,5629,167
0,5,17
1,2,3
0,0,0
29,5626,163
0,8,21
1,2,3
29,16,2
0,5306,94
0,0,75
1,2,3
3,2,2
26,5301,81
0,19,88
1,2,3
0,0,0
29,5317,145
0,5,26
1,2,3
0,0,0
29,5313,141
0,9,30
1,2,3
0,0,0
29,5320,158
0,2,13
1,2,3
0,0,0
29,5318,153
0,4,18
1,2,3
0,0,0
29,5319,157
0,3,14
1,2,3
0,0,0
29,5314,155
0,8,16
1,2,3
27,16,2
0,4989,91
0,0,72
1,2,3
3,2,3
24,4985,81
0,18,81
1,2,3
0,0,0
27,5002,144
0,3,21
1,2,3
0,0,0
27,5000,136
0,5,29
1,2,3
0,0,0
27,5003,149
0,2,16
1,2,3
0,0,0
27,5000,148
0,5,17
1,2,3
0,0,0
27,5000,150
0,5,15
1,2,3
0,0,0
27,4996,150
0,9,15
1,2,3
25,13,2
0,4678,85
0,0,69
1,2,3
2,1,2
23,4672,75
0,18,79
1,2,3
0,0,0
25,4688,138
0,3,18
1,2,3
0,0,0
25,4685,129
0,6,27
1,2,3
0,0,0
25,4688,139
0,3,17
1,2,3
0,0,0
25,4684,138
0,7,18
1,2,3
0,0,0
25,4684,141
0,7,15
1,2,3
0,0,0
25,4681,140
0,10,16
1,2,3
24,14,2
0,4363,84
0,0,60
1,2,3
2,1,2
22,4360,75
0,16,69
1,2,3
0,0,0
24,4374,129
0,3,17
1,2,3
0,0,0
24,4370,123
0,7,23
1,2,3
0,0,0
24,4374,130
0,3,16
1,2,3
0,0,0
24,4369,130
0,8,16
1,2,3
0,0,0
24,4369,132
0,8,14
1,2,3
0,0,0
24,4367,130
0,10,16
1,2,3
23,15,2
0,4045,82
0,0,56
1,2,3
2,1,2
21,4044,73
0,15,65
1,2,3
0,0,0
23,4056,122
0,4,18
1,2,3
0,0,0
23,4051,117
0,9,23
1,2,3
0,0,0
23,4055,125
0,5,15
1,2,3
0,0,0
23,4052,125
0,8,15
1,2,3
0,0,0
23,4053,127
0,7,13
1,2,3
0,0,0
23,4051,125
0,9,15
1,2,3
23,17,1
0,3733,71
0,0,53
1,2,3
1,1,1
22,3733,64
0,16,60
1,2,3
0,0,0
23,3746,111
0,4,14
1,2,3
0,0,0
23,3743,107
0,7,18
1,2,3
0,0,0
23,3746,114
0,4,11
1,2,3
0,0,0
23,3743,114
0,7,11
1,2,3
0,0,0
23,3744,115
0,6,10
1,2,3
0,0,0
23,3742,115
0,8,10
1,2,3
20,12,1
0,3432,65
0,0,43
1,2,3
1,1,1
19,3427,61
0,16,47
1,2,3
0,0,0
20,3442,100
0,2,9
1,2,3
0,0,0
20,3438,96
0,6,13
1,2,3
0,0,0
20,3441,102
0,3,7
1,2,3
0,0,0
20,3438,101
0,6,8
1,2,3
0,0,0
20,3442,107
0,2,2
1,2,3
0,0,0
20,3442,106
0,2,3
1,2,3
18,10,1
0,3114,64
0,0,41
1,2,3
1,1,1
17,3109,60
0,14,45
1,2,3
0,0,0
18,3122,97
0,2,9
1,2,3
0,0,0
18,3118,92
0,6,14
1,2,3
0,0,0
18,3121,99
0,3,7
1,2,3
0,0,0
18,3118,98
0,6,8
1,2,3
0,0,0
18,3122,104
0,2,2
1,2,3
0,0,0
18,3122,103
0,2,3
1,2,3
17,8,1
0,2801,59
0,0,37
1,2,3
1,1,1
16,2796,56
0,12,40
1,2,3
0,0,0
17,2808,87
0,1,10
1,2,3
0,0,0
17,2804,84
0,5,13
1,2,3
0,0,0
17,2807,93
0,2,4
1,2,3
0,0,0
17,2807,93
0,2,4
1,2,3
0,0,0
17,2809,97
0,0,0
1,2,3
0,0,0
17,2809,97
0,0,0
1,2,3
16,11,1
0,2490,53
0,0,27
1,2,3
1,1,1
15,2489,49
0,11,31
1,2,3
0,0,0
16,2500,72
0,1,9
1,2,3
0,0,0
16,2495,69
0,6,12
1,2,3
0,0,0
16,2499,77
0,2,4
1,2,3
0,0,0
16,2499,77
0,2,4
1,2,3
0,0,0
16,2501,81
0,0,0
1,2,3
0,0,0
16,2501,81
0,0,0
1,2,3
14,9,1
0,2181,45
0,0,23
1,2,3
1,1,1
13,2179,41
0,10,27
1,2,3
0,0,0
14,2187,59
0,3,10
1,2,3
0,0,0
14,2180,54
0,10,15
1,2,3
0,0,0
14,2188,65
0,2,4
1,2,3
0,0,0
14,2187,65
0,3,4
1,2,3
0,0,0
14,2190,69
0,0,0
1,2,3
0,0,0
14,2190,69
0,0,0
1,2,3
12,7,1
0,1868,41
0,0,20
1,2,3
1,1,1
11,1865,36
0,9,25
1,2,3
0,0,0
12,1873,54
0,2,8
1,2,3
0,0,0
12,1866,50
0,9,12
1,2,3
0,0,0
12,1873,58
0,2,4
1,2,3
0,0,0
12,1873,58
0,2,4
1,2,3
0,0,0
12,1875,62
0,0,0
1,2,3
0,0,0
12,1875,62
0,0,0
1,2,3
11,7,1
0,1553,37
0,0,15
1,2,3
1,1,1
10,1551,33
0,8,19
1,2,3
0,0,0
11,1556,46
0,4,7
1,2,3
0,0,0
11,1552,45
0,8,8
1,2,3
0,0,0
11,1560,53
0,0,0
1,2,3
0,0,0
11,1560,53
0,0,0
1,2,3
0,0,0
11,1560,53
0,0,0
1,2,3
0,0,0
11,1560,53
0,0,0
1,2,3
8,4,1
0,1238,33
0,0,15
1,2,3
1,1,1
7,1232,31
0,9,17
1,2,3
0,0,0
8,1238,45
0,4,4
1,2,3
0,0,0
8,1238,42
0,4,7
1,2,3
0,0,0
8,1242,49
0,0,0
1,2,3
0,0,0
8,1242,49
0,0,0
1,2,3
0,0,0
8,1242,49
0,0,0
1,2,3
0,0,0
8,1242,49
0,0,0
1,2,3
8,3,1
0,926,25
0,0,11
1,2,3
1,0,1
7,923,22
0,6,14
1,2,3
0,0,0
8,928,37
0,1,0
1,2,3
0,0,0
8,928,37
0,1,0
1,2,3
0,0,0
8,929,37
0,0,0
1,2,3
0,0,0
8,929,37
0,0,0
1,2,3
0,0,0
8,929,37
0,0,0
1,2,3
0,0,0
8,929,37
0,0,0
1,2,3
7,2,1
0,614,17
0,0,8
1,2,3
2,0,1
5,615,17
0,1,8
1,2,3
0,0,0
6,615,24
1,1,2
1,2,3
0,0,0
6,615,23
1,1,3
1,2,3
0,0,0
6,616,24
1,0,2
1,2,3
0,0,0
7,616,26
0,0,0
1,2,3
0,0,0
7,616,26
0,0,0
1,2,3
0,0,0
7,616,26
0,0,0
1,2,3
5,3,0
0,294,14
0,0,8
1,2,3
1,1,0
4,293,12
0,3,10
1,2,3
0,0,0
5,296,19
0,1,3
1,2,3
0,0,0
5,294,19
0,3,3
