0.0,1.0
339,26
0,175
0.0,1.0
333,15
6,186
0.0,1.0
337,23
2,178
0.0,1.0
328,17
11,184
0.0,1.0
332,20
7,181
0.0,1.0
330,18
9,183
0.0,1.0
331,21
8,180
0.0,1.0
328,18
11,183
0.0,1.0
322,22
0,168
0.0,1.0
316,12
6,178
0.0,1.0
319,20
3,170
0.0,1.0
313,16
9,174
0.0,1.0
314,20
8,170
0.0,1.0
314,17
8,173
0.0,1.0
315,20
7,170
0.0,1.0
311,18
11,172
0.0,1.0
311,20
0,152
0.0,1.0
306,11
5,161
0.0,1.0
309,19
2,153
0.0,1.0
303,15
8,157
0.0,1.0
304,19
7,153
0.0,1.0
304,17
7,155
0.0,1.0
305,22
6,150
0.0,1.0
301,18
10,154
0.0,1.0
294,20
0,141
0.0,1.0
289,11
5,150
0.0,1.0
291,18
3,143
0.0,1.0
287,15
7,146
0.0,1.0
288,18
6,143
0.0,1.0
288,17
6,144
0.0,1.0
289,21
5,140
0.0,1.0
286,18
8,143
0.0,1.0
275,18
0,133
0.0,1.0
270,9
5,142
0.0,1.0
272,17
3,134
0.0,1.0
268,14
7,137
0.0,1.0
269,21
6,130
0.0,1.0
269,18
6,133
0.0,1.0
270,22
5,129
0.0,1.0
267,17
8,134
0.0,1.0
257,17
0,124
0.0,1.0
251,8
6,133
0.0,1.0
254,15
3,126
0.0,1.0
251,13
6,128
0.0,1.0
251,20
6,121
0.0,1.0
251,17
6,124
0.0,1.0
252,21
5,120
0.0,1.0
249,16
8,125
0.0,1.0
240,16
0,113
0.0,1.0
235,7
5,122
0.0,1.0
237,14
3,115
0.0,1.0
234,13
6,116
0.0,1.0
234,19
6,110
0.0,1.0
234,17
6,112
0.0,1.0
236,20
4,109
0.0,1.0
234,16
6,113
0.0,1.0
220,16
0,105
0.0,1.0
214,7
6,114
0.0,1.0
216,15
4,106
0.0,1.0
215,14
5,107
0.0,1.0
216,16
4,105
0.0,1.0
215,14
5,107
0.0,1.0
217,16
3,105
0.0,1.0
215,14
5,107
0.0,1.0
196,14
0,102
0.0,1.0
191,8
5,108
0.0,1.0
194,14
2,102
0.0,1.0
192,13
4,103
0.0,1.0
193,15
3,101
0.0,1.0
193,14
3,102
0.0,1.0
194,16
2,100
0.0,1.0
192,14
4,102
0.0,1.0
180,12
0,92
0.0,1.0
175,7
5,97
0.0,1.0
178,13
2,91
0.0,1.0
176,12
4,92
0.0,1.0
177,14
3,90
0.0,1.0
177,12
3,92
0.0,1.0
178,12
2,92
0.0,1.0
177,12
3,92
0.0,1.0
164,11
0,81
0.0,1.0
159,6
5,86
0.0,1.0
162,10
2,82
0.0,1.0
160,9
4,83
0.0,1.0
161,11
3,81
0.0,1.0
161,9
3,83
0.0,1.0
162,9
2,83
0.0,1.0
161,9
3,83
0.0,1.0
147,11
0,69
0.0,1.0
143,7
4,73
0.0,1.0
145,10
2,70
0.0,1.0
143,8
4,72
0.0,1.0
144,9
3,71
0.0,1.0
144,7
3,73
0.0,1.0
145,8
2,72
0.0,1.0
144,8
3,72
0.0,1.0
126,9
0,64
0.0,1.0
122,5
4,68
0.0,1.0
124,7
2,66
0.0,1.0
123,6
3,67
0.0,1.0
125,9
1,64
0.0,1.0
124,6
2,67
0.0,1.0
124,7
2,66
0.0,1.0
123,6
3,67
0.0,1.0
106,9
0,55
0.0,1.0
103,4
3,60
0.0,1.0
105,8
1,56
0.0,1.0
104,7
2,57
0.0,1.0
106,9
0,55
0.0,1.0
104,6
2,58
0.0,1.0
104,8
2,56
0.0,1.0
103,6
3,58
0.0,1.0
94,7
0,41
0.0,1.0
93,5
1,43
0.0,1.0
93,6
1,42
0.0,1.0
92,4
2,44
0.0,1.0
92,4
2,44
0.0,1.0
92,4
2,44
0.0,1.0
93,4
1,44
0.0,1.0
92,4
2,44
0.0,1.0
71,5
0,37
0.0,1.0
70,3
1,39
0.0,1.0
70,4
1,38
0.0,1.0
70,3
1,39
0.0,1.0
70,4
1,38
0.0,1.0
70,4
1,38
0.0,1.0
71,6
0,36
0.0,1.0
71,5
0,37
0.0,1.0
57,3
0,25
0.0,1.0
56,2
1,26
0.0,1.0
56,4
1,24
0.0,1.0
56,3
1,25
0.0,1.0
57,5
0,23
0.0,1.0
57,5
0,23
0.0,1.0
57,6
0,22
0.0,1.0
57,6
0,22
0.0,1.0
39,3
0,14
0.0,1.0
39,3
0,14
0.0,1.0
39,3
0,14
0.0,1.0
39,3
0,14
0.0,1.0
39,3
0,14
0.0,1.0
39,3
0,14
0.0,1.0
39,3
0,14
0.0,1.0
39,3
0,14
0.0,1.0
20,3
0,5
0.0,1.0
20,3
0,5
0.0,1.0
20,3
0,5
0.0,1.0
20,3
0,5
0.0,1.0
20,3
0,5
0.0,1.0
20,3
0,5
0.0,1.0
20,3
0,5
0.0,1.0
20,3
0,5
