0.0,1.0
337,27
0,176
0.0,1.0
335,18
2,185
0.0,1.0
335,26
2,177
0.0,1.0
332,20
5,183
0.0,1.0
333,25
4,178
0.0,1.0
327,19
10,184
0.0,1.0
327,23
10,180
0.0,1.0
326,19
11,184
0.0,1.0
319,25
0,168
0.0,1.0
316,16
3,177
0.0,1.0
317,23
2,170
0.0,1.0
314,18
5,175
0.0,1.0
315,23
4,170
0.0,1.0
310,17
9,176
0.0,1.0
311,20
8,173
0.0,1.0
309,17
10,176
0.0,1.0
297,26
0,160
0.0,1.0
294,15
3,171
0.0,1.0
295,23
2,163
0.0,1.0
291,18
6,168
0.0,1.0
292,23
5,163
0.0,1.0
287,17
10,169
0.0,1.0
288,20
9,166
0.0,1.0
286,17
11,169
0.0,1.0
278,24
0,153
0.0,1.0
275,15
3,162
0.0,1.0
276,22
2,155
0.0,1.0
272,16
6,161
0.0,1.0
273,23
5,154
0.0,1.0
268,16
10,161
0.0,1.0
269,19
9,158
0.0,1.0
269,16
9,161
0.0,1.0
257,22
0,147
0.0,1.0
255,13
2,156
0.0,1.0
255,21
2,148
0.0,1.0
252,15
5,154
0.0,1.0
252,21
5,148
0.0,1.0
248,16
9,153
0.0,1.0
251,19
6,150
0.0,1.0
248,16
9,153
0.0,1.0
238,22
0,138
0.0,1.0
235,12
3,148
0.0,1.0
236,21
2,139
0.0,1.0
233,14
5,146
0.0,1.0
233,20
5,140
0.0,1.0
229,14
9,146
0.0,1.0
232,17
6,143
0.0,1.0
229,15
9,145
0.0,1.0
220,20
0,129
0.0,1.0
217,12
3,137
0.0,1.0
218,19
2,130
0.0,1.0
216,13
4,136
0.0,1.0
218,19
2,130
0.0,1.0
215,14
5,135
0.0,1.0
216,16
4,133
0.0,1.0
212,15
8,134
0.0,1.0
200,19
0,122
0.0,1.0
195,11
5,130
0.0,1.0
198,18
2,123
0.0,1.0
193,10
7,131
0.0,1.0
196,15
4,126
0.0,1.0
195,14
5,127
0.0,1.0
196,17
4,124
0.0,1.0
192,15
8,126
0.0,1.0
181,19
0,112
0.0,1.0
177,11
4,120
0.0,1.0
180,14
1,117
0.0,1.0
175,10
6,121
0.0,1.0
178,15
3,116
0.0,1.0
174,12
7,119
0.0,1.0
177,15
4,116
0.0,1.0
174,12
7,119
0.0,1.0
167,19
0,98
0.0,1.0
163,10
4,107
0.0,1.0
165,16
2,101
0.0,1.0
160,11
7,106
0.0,1.0
164,14
3,103
0.0,1.0
161,12
6,105
0.0,1.0
165,16
2,101
0.0,1.0
162,12
5,105
0.0,1.0
147,16
0,93
0.0,1.0
145,10
2,99
0.0,1.0
146,15
1,94
0.0,1.0
141,11
6,98
0.0,1.0
145,13
2,96
0.0,1.0
141,10
6,99
0.0,1.0
144,15
3,94
0.0,1.0
141,11
6,98
0.0,1.0
131,15
0,81
0.0,1.0
129,10
2,86
0.0,1.0
130,14
1,82
0.0,1.0
126,11
5,85
0.0,1.0
129,12
2,84
0.0,1.0
125,10
6,86
0.0,1.0
128,14
3,82
0.0,1.0
124,11
7,85
0.0,1.0
112,14
0,73
0.0,1.0
110,8
2,79
0.0,1.0
111,9
1,78
0.0,1.0
108,9
4,78
0.0,1.0
110,10
2,77
0.0,1.0
108,9
4,78
0.0,1.0
110,13
2,74
0.0,1.0
106,10
6,77
0.0,1.0
97,11
0,62
0.0,1.0
96,8
1,65
0.0,1.0
97,9
0,64
0.0,1.0
95,9
2,64
0.0,1.0
97,9
0,64
0.0,1.0
94,7
3,66
0.0,1.0
95,11
2,62
0.0,1.0
92,9
5,64
0.0,1.0
86,11
0,45
0.0,1.0
85,8
1,48
0.0,1.0
86,10
0,46
0.0,1.0
84,9
2,47
0.0,1.0
86,11
0,45
0.0,1.0
83,9
3,47
0.0,1.0
84,12
2,44
0.0,1.0
81,8
5,48
0.0,1.0
70,8
0,35
0.0,1.0
69,6
1,37
0.0,1.0
70,8
0,35
0.0,1.0
68,6
2,37
0.0,1.0
69,8
1,35
0.0,1.0
65,6
5,37
0.0,1.0
69,7
1,36
0.0,1.0
64,3
6,40
0.0,1.0
52,6
0,27
0.0,1.0
51,4
1,29
0.0,1.0
51,5
1,28
0.0,1.0
50,5
2,28
0.0,1.0
51,7
1,26
0.0,1.0
47,2
5,31
0.0,1.0
49,4
3,29
0.0,1.0
46,3
6,30
0.0,1.0
31,4
0,21
0.0,1.0
29,2
2,23
0.0,1.0
30,3
1,22
0.0,1.0
25,0
6,25
0.0,1.0
26,2
5,23
0.0,1.0
23,1
8,24
0.0,1.0
26,1
5,24
0.0,1.0
24,0
7,25
0.0,1.0
13,0
0,15
0.0,1.0
12,0
1,15
0.0,1.0
12,0
1,15
0.0,1.0
12,0
1,15
0.0,1.0
12,0
1,15
0.0,1.0
12,0
1,15
0.0,1.0
12,0
1,15
0.0,1.0
10,0
3,15
