1,2,3
29,16,2
0,5935,117
0,0,73
1,2,3
3,2,3
26,5932,99
0,17,90
1,2,3
0,0,0
29,5947,160
0,4,32
1,2,3
0,0,0
29,5941,155
0,10,37
1,2,3
0,0,0
29,5947,175
0,4,17
1,2,3
0,0,0
29,5944,171
0,7,21
1,2,3
0,0,0
29,5945,172
0,6,20
1,2,3
0,0,0
29,5943,172
0,8,20
1,2,3
27,15,2
0,5626,115
0,0,62
1,2,3
3,2,3
24,5625,103
0,14,73
1,2,3
0,0,0
27,5636,150
0,5,29
1,2,3
0,0,0
27,5634,144
0,7,35
1,2,3
0,0,0
27,5639,163
0,2,16
1,2,3
0,0,0
27,5636,158
0,5,21
1,2,3
0,0,0
27,5637,164
0,4,15
1,2,3
0,0,0
27,5636,164
0,5,15
1,2,3
26,14,2
0,5313,103
0,0,64
1,2,3
3,2,3
23,5311,93
0,14,73
1,2,3
0,0,0
26,5322,138
0,5,31
1,2,3
0,0,0
26,5320,133
0,7,36
1,2,3
0,0,0
26,5325,151
0,2,18
1,2,3
0,0,0
26,5322,146
0,5,23
1,2,3
0,0,0
26,5323,154
0,4,15
1,2,3
0,0,0
26,5321,154
0,6,15
1,2,3
26,15,2
0,4998,96
0,0,60
1,2,3
3,2,3
23,5000,86
0,11,69
1,2,3
0,0,0
26,5008,127
0,5,31
1,2,3
0,0,0
26,5006,122
0,7,36
1,2,3
0,0,0
26,5011,140
0,2,18
1,2,3
0,0,0
26,5007,135
0,6,23
1,2,3
0,0,0
26,5009,143
0,4,15
1,2,3
0,0,0
26,5005,143
0,8,15
1,2,3
25,15,2
0,4684,90
0,0,56
1,2,3
3,2,3
22,4685,80
0,12,65
1,2,3
0,0,0
25,4695,119
0,4,29
1,2,3
0,0,0
25,4693,114
0,6,34
1,2,3
0,0,0
25,4697,131
0,2,17
1,2,3
0,0,0
25,4693,127
0,6,21
1,2,3
0,0,0
25,4695,133
0,4,15
1,2,3
0,0,0
25,4688,133
0,11,15
1,2,3
24,11,2
0,4374,88
0,0,48
1,2,3
3,2,3
21,4372,79
0,11,56
1,2,3
0,0,0
24,4381,113
0,4,25
1,2,3
0,0,0
24,4379,108
0,6,30
1,2,3
0,0,0
24,4383,121
0,2,17
1,2,3
0,0,0
24,4380,117
0,5,21
1,2,3
0,0,0
24,4381,123
0,4,15
1,2,3
0,0,0
24,4374,123
0,11,15
1,2,3
22,10,2
0,4060,83
0,0,46
1,2,3
3,2,3
19,4057,75
0,11,53
1,2,3
0,0,0
22,4067,107
0,3,24
1,2,3
0,0,0
22,4064,103
0,6,28
1,2,3
0,0,0
22,4068,113
0,2,18
1,2,3
0,0,0
22,4065,109
0,5,22
1,2,3
0,0,0
22,4066,116
0,4,15
1,2,3
0,0,0
22,4060,114
0,10,17
1,2,3
21,8,2
0,3753,78
0,0,36
1,2,3
3,2,3
18,3749,69
0,10,44
1,2,3
0,0,0
21,3759,100
0,2,16
1,2,3
0,0,0
21,3758,96
0,3,20
1,2,3
0,0,0
21,3760,103
0,1,13
1,2,3
0,0,0
21,3758,102
0,3,14
1,2,3
0,0,0
21,3758,105
0,3,11
1,2,3
0,0,0
21,3749,104
0,12,12
1,2,3
19,10,2
0,3433,75
0,0,34
1,2,3
3,2,3
16,3431,65
0,10,43
1,2,3
0,0,0
19,3441,96
0,2,15
1,2,3
0,0,0
19,3439,92
0,4,19
1,2,3
0,0,0
19,3441,99
0,2,12
1,2,3
0,0,0
19,3437,97
0,6,14
1,2,3
0,0,0
19,3438,100
0,5,11
1,2,3
0,0,0
19,3432,98
0,11,13
1,2,3
17,8,2
0,3120,70
0,0,31
1,2,3
3,2,3
14,3118,63
0,8,37
1,2,3
0,0,0
17,3128,93
0,0,10
1,2,3
0,0,0
17,3124,89
0,4,14
1,2,3
0,0,0
17,3126,93
0,2,10
1,2,3
0,0,0
17,3124,91
0,4,12
1,2,3
0,0,0
17,3124,94
0,4,9
1,2,3
0,0,0
17,3121,93
0,7,10
1,2,3
15,7,2
0,2813,61
0,0,25
1,2,3
3,3,3
12,2810,53
0,7,32
1,2,3
0,0,0
15,2820,79
0,0,9
1,2,3
0,0,0
15,2817,75
0,3,13
1,2,3
0,0,0
15,2818,79
0,2,9
1,2,3
0,0,0
15,2816,77
0,4,11
1,2,3
0,0,0
15,2816,79
0,4,9
1,2,3
0,0,0
15,2813,78
0,7,10
1,2,3
14,8,3
0,2500,54
0,0,19
1,2,3
3,3,3
11,2501,49
0,4,24
1,2,3
0,0,0
14,2507,67
0,1,9
1,2,3
0,0,0
14,2505,63
0,3,13
1,2,3
0,0,0
14,2506,66
0,2,10
1,2,3
0,0,0
14,2504,65
0,4,11
1,2,3
0,0,0
14,2504,66
0,4,10
1,2,3
0,0,0
14,2501,65
0,7,11
1,2,3
11,5,2
0,2187,49
0,0,19
1,2,3
2,1,2
9,2187,44
0,4,24
1,2,3
0,0,0
11,2190,61
0,2,9
1,2,3
0,0,0
11,2189,58
0,3,12
1,2,3
0,0,0
11,2190,60
0,2,10
1,2,3
0,0,0
11,2186,59
0,6,11
1,2,3
0,0,0
11,2186,60
0,6,10
1,2,3
0,0,0
11,2186,59
0,6,11
1,2,3
8,6,1
0,1878,43
0,0,13
1,2,3
1,0,1
7,1880,38
0,4,18
1,2,3
0,0,0
8,1884,52
0,0,5
1,2,3
0,0,0
8,1880,49
0,4,8
1,2,3
0,0,0
8,1884,53
0,0,4
1,2,3
0,0,0
8,1883,52
0,1,5
1,2,3
0,0,0
8,1883,54
0,1,3
1,2,3
0,0,0
8,1883,53
0,1,4
1,2,3
7,5,1
0,1569,35
0,0,7
1,2,3
1,0,1
6,1568,30
0,6,12
1,2,3
0,0,0
7,1574,41
0,0,2
1,2,3
0,0,0
7,1572,39
0,2,4
1,2,3
0,0,0
7,1574,41
0,0,2
1,2,3
0,0,0
7,1573,40
0,1,3
1,2,3
0,0,0
7,1573,42
0,1,1
1,2,3
0,0,0
7,1573,41
0,1,2
1,2,3
6,7,1
0,1251,29
0,0,5
1,2,3
1,0,1
5,1256,25
0,2,9
1,2,3
0,0,0
6,1258,34
0,0,1
1,2,3
0,0,0
6,1256,32
0,2,3
1,2,3
0,0,0
6,1258,35
0,0,0
1,2,3
0,0,0
6,1256,33
0,2,2
1,2,3
0,0,0
6,1258,35
0,0,0
1,2,3
0,0,0
6,1258,35
0,0,0
1,2,3
4,3,1
0,940,20
0,0,6
1,2,3
1,0,1
3,940,17
0,3,9
1,2,3
0,3,0
4,940,26
0,0,1
1,2,3
0,0,0
4,942,25
0,1,2
1,2,3
0,0,0
4,943,27
0,0,0
1,2,3
0,0,0
4,943,27
0,0,0
1,2,3
0,0,0
4,943,27
0,0,0
1,2,3
0,0,0
4,943,27
0,0,0
1,2,3
2,2,0
0,626,16
0,0,3
1,2,3
0,1,0
2,624,15
0,3,4
1,2,3
0,2,0
2,626,19
0,0,0
1,2,3
0,0,0
2,628,19
0,0,0
1,2,3
0,0,0
2,628,19
0,0,0
1,2,3
0,0,0
2,628,19
0,0,0
1,2,3
0,0,0
2,628,19
0,0,0
1,2,3
0,0,0
2,628,19
0,0,0
2,3
313,11
0,0
2,3
310,10
3,1
2,3
313,11
0,0
2,3
313,11
0,0
2,3
313,11
0,0
2,3
313,11
0,0
2,3
313,11
0,0
2,3
313,11
0,0
