1,2,3
29,18,2
0,5936,113
0,0,74
1,2,3
3,2,2
26,5933,97
0,19,90
1,2,3
0,0,0
29,5951,156
0,3,33
1,2,3
0,0,0
29,5941,150
0,13,39
1,2,3
0,0,0
29,5949,168
0,5,21
1,2,3
0,0,0
29,5948,165
0,6,24
1,2,3
0,0,0
29,5949,167
0,5,22
1,2,3
0,0,0
29,5945,166
0,9,23
1,2,3
28,17,2
0,5620,109
0,0,71
1,2,3
3,2,2
25,5616,95
0,19,85
1,2,3
0,0,0
28,5634,149
0,3,33
1,2,3
0,0,0
28,5622,143
0,15,39
1,2,3
0,0,0
28,5632,162
0,5,20
1,2,3
0,0,0
28,5630,159
0,7,23
1,2,3
0,0,0
28,5631,161
0,6,21
1,2,3
0,0,0
28,5627,159
0,10,23
1,2,3
25,15,2
0,5311,106
0,0,63
1,2,3
3,2,2
22,5309,94
0,15,75
1,2,3
0,0,0
25,5323,145
0,3,26
1,2,3
0,0,0
25,5313,138
0,13,33
1,2,3
0,0,0
25,5319,153
0,7,18
1,2,3
0,0,0
25,5319,149
0,7,22
1,2,3
0,0,0
25,5320,151
0,6,20
1,2,3
0,0,0
25,5317,150
0,9,21
1,2,3
24,13,2
0,5005,97
0,0,56
1,2,3
3,2,2
21,5002,87
0,14,66
1,2,3
0,0,0
24,5015,131
0,3,24
1,2,3
0,0,0
24,5008,126
0,10,29
1,2,3
0,0,0
24,5013,137
0,5,18
1,2,3
0,0,0
24,5013,135
0,5,20
1,2,3
0,0,0
24,5013,137
0,5,18
1,2,3
0,0,0
24,5011,136
0,7,19
1,2,3
23,11,2
0,4694,90
0,0,52
1,2,3
3,2,2
20,4689,83
0,14,59
1,2,3
0,0,0
23,4702,120
0,3,24
1,2,3
0,0,0
23,4695,118
0,10,26
1,2,3
0,0,0
23,4700,126
0,5,18
1,2,3
0,0,0
23,4699,122
0,6,22
1,2,3
0,0,0
23,4700,125
0,5,19
1,2,3
0,0,0
23,4695,125
0,10,19
1,2,3
23,11,2
0,4382,84
0,0,45
1,2,3
3,2,2
20,4375,77
0,16,52
1,2,3
0,0,0
23,4388,113
0,5,18
1,2,3
0,0,0
23,4385,111
0,8,20
1,2,3
0,0,0
23,4391,120
0,2,11
1,2,3
0,0,0
23,4389,119
0,4,12
1,2,3
0,0,0
23,4390,119
0,3,12
1,2,3
0,0,0
23,4385,119
0,8,12
1,2,3
22,7,2
0,4073,77
0,0,42
1,2,3
2,0,2
20,4064,71
0,16,48
1,2,3
0,0,0
22,4075,107
0,5,14
1,2,3
0,0,0
22,4072,106
0,8,15
1,2,3
0,0,0
22,4076,110
0,4,11
1,2,3
0,0,0
22,4076,110
0,4,11
1,2,3
0,0,0
22,4077,110
0,3,11
1,2,3
0,0,0
22,4074,110
0,6,11
1,2,3
20,11,2
0,3750,74
0,0,41
1,2,3
2,0,2
18,3749,69
0,12,46
1,2,3
0,0,0
20,3756,104
0,5,13
1,2,3
0,0,0
20,3753,103
0,8,14
1,2,3
0,0,0
20,3757,106
0,4,11
1,2,3
0,0,0
20,3757,106
0,4,11
1,2,3
0,0,0
20,3758,106
0,3,11
1,2,3
0,0,0
20,3754,106
0,7,11
1,2,3
19,10,2
0,3435,73
0,0,34
1,2,3
2,1,2
17,3430,68
0,14,39
1,2,3
0,0,0
19,3441,101
0,4,8
1,2,3
0,0,0
19,3438,100
0,7,9
1,2,3
0,0,0
19,3441,100
0,4,9
1,2,3
0,0,0
19,3441,100
0,4,9
1,2,3
0,0,0
19,3443,103
0,2,6
1,2,3
0,0,0
19,3441,103
0,4,6
1,2,3
18,11,2
0,3117,68
0,0,32
1,2,3
2,1,2
16,3113,62
0,14,38
1,2,3
0,0,0
