3,4,5,6,7,8,9
30,8,9,3,1,0,0
0,194,48,54,8,0,0
0,0,1967,519,100,14,2
0,0,0,2117,316,58,2
0,0,0,0,613,33,1
0,0,0,0,0,75,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
21,7,7,4,2,1,0
3,103,50,57,19,1,0
3,39,1604,364,127,27,2
2,42,311,2124,195,48,3
1,11,50,133,689,22,0
0,0,2,11,6,81,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
10,4,2,3,1,1,0
3,61,23,19,9,0,0
8,63,1645,593,116,23,0
8,59,280,1947,358,64,4
1,14,68,117,540,38,1
0,1,6,14,14,54,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
4,1,1,1,0,0,0
5,51,22,23,6,0,0
12,88,1452,542,150,22,1
6,48,487,1970,358,78,4
3,13,57,146,516,44,0
0,1,5,11,8,36,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,1,0,0,0,0,0
5,48,21,27,5,0,0
12,76,1500,665,165,25,0
10,64,426,1838,387,73,5
3,13,74,151,476,47,0
0,0,3,12,5,35,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
1,1,0,0,0,0,0
3,30,16,17,5,2,0
14,97,1375,597,147,35,0
9,61,551,1916,411,74,5
3,13,78,155,473,40,0
0,0,4,8,2,29,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
1,0,0,0,0,0,0
2,22,11,14,5,0,0
14,101,1409,678,163,31,0
10,69,526,1841,445,88,5
3,10,74,156,423,38,0
0,0,4,4,2,23,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
1,0,0,0,0,0,0
1,22,11,7,5,0,0
13,107,1296,648,175,29,1
14,65,634,1865,456,98,3
1,8,79,169,401,33,1
0,0,4,4,1,20,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
28,7,8,2,1,1,0
0,185,48,52,6,0,0
0,0,1855,500,94,13,2
0,0,0,2005,297,57,2
0,0,0,0,580,33,1
0,0,0,0,0,70,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
18,7,6,4,2,1,0
2,98,51,57,17,2,0
4,37,1496,355,119,30,2
3,39,305,2003,185,44,3
1,11,51,130,648,22,0
0,0,2,10,7,75,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
9,3,2,3,1,0,0
2,56,25,21,9,0,0
8,60,1543,578,111,26,1
8,59,270,1831,343,62,3
1,14,67,113,499,34,1
0,0,4,13,15,52,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
3,1,1,1,0,0,0
2,48,22,20,6,0,0
14,80,1372,536,145,23,1
6,49,457,1846,343,76,4
3,14,55,146,477,40,0
0,0,4,10,7,35,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,1,0,0,0,0,0
3,48,20,24,7,0,0
13,69,1399,639,150,28,0
9,62,416,1748,376,68,5
3,12,73,138,441,43,0
0,0,3,10,4,35,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
2,28,16,19,7,2,0
13,93,1292,582,138,31,0
10,60,522,1808,401,71,4
3,11,75,142,430,41,1
0,0,6,8,2,29,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
1,22,12,16,5,0,0
14,96,1327,652,150,31,0
12,66,497,1730,432,84,4
1,8,70,155,390,34,1
0,0,5,6,1,25,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
1,23,13,9,3,0,0
13,96,1216,604,169,30,1
14,66,601,1779,447,92,3
0,7,73,159,358,30,1
