3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8,75,783,474,41,3,0
20,130,1234,2163,873,151,3
0,1,6,73,102,30,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9,74,772,467,44,3,0
16,120,1137,2039,815,140,3
0,1,6,71,98,30,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6,64,711,424,35,3,0
15,116,1091,1949,784,128,3
0,1,4,67,92,27,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
7,57,828,502,84,18,0
13,114,876,1784,772,137,5
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
12,50,704,466,53,10,0
8,104,893,1615,653,109,3
0,1,5,68,90,26,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10,47,656,431,49,8,0
8,100,831,1508,612,99,2
0,1,5,65,89,24,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9,45,615,397,44,8,0
4,91,780,1412,573,93,2
0,1,4,53,69,21,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9,34,500,305,30,7,0
4,95,783,1420,598,109,4
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6,48,744,586,91,14,0
3,69,442,947,422,76,2
0,1,2,44,57,17,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5,46,676,526,85,13,0
3,60,407,908,429,87,3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5,44,627,479,75,13,0
3,49,353,799,380,73,2
0,2,1,5,10,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4,39,548,433,64,12,0
3,40,314,683,294,58,0
0,3,0,38,48,15,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,8,141,49,1,0,0
6,66,605,912,327,73,2
0,0,11,33,34,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,12,164,92,4,0,0
6,52,481,753,312,71,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,12,141,76,4,0,0
4,44,398,635,259,50,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,32,370,321,50,7,0
0,9,59,203,113,18,1
0,5,7,36,46,19,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,10,140,67,2,0,0
2,19,179,356,161,36,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3,4,5,6,7,8,9
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,9,127,104,16,4,0
2,9,75,160,59,13,0
0,2,2,26,29,11,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4,5,6,7,8,9
0,0,0,0,0,0
0,34,14,3,1,0
6,60,129,36,12,0
0,1,6,18,3,1
0,0,0,0,0,0
0,0,0,0,0,0
