1,2,3
28,0,0
0,5955,0
0,0,189
1,2,3
25,0,0
0,5644,0
0,0,178
1,2,3
21,0,0
0,5338,0
0,0,163
1,2,3
20,0,0
0,5017,0
0,0,160
1,2,3
20,0,0
0,4702,0
0,0,150
1,2,3
18,0,0
0,4394,0
0,0,135
1,2,3
13,0,0
0,4084,0
0,0,126
1,2,3
13,0,0
0,3765,0
0,0,120
1,2,3
9,0,0
0,3453,0
0,0,111
1,2,3
8,0,0
0,3137,0
0,0,103
1,2,3
8,0,0
0,2824,0
0,0,91
1,2,3
7,0,0
0,2504,0
0,0,87
1,2,3
7,0,0
0,2187,0
0,0,79
1,2,3
7,0,0
0,1870,0
0,0,72
1,2,3
4,0,0
0,1569,0
0,0,51
1,2,3
3,0,0
0,1251,0
0,0,45
1,2,3
3,0,0
0,934,0
0,0,37
1,2,3
2,0,0
0,618,0
0,0,29
2,3
307,0
0,17
