1,2,3
28,0,0
0,5957,0
0,0,187
1,2,3
28,0,0
0,5642,0
0,0,177
1,2,3
28,0,0
0,5324,0
0,0,170
1,2,3
27,0,0
0,5007,0
0,0,163
1,2,3
27,0,0
0,4692,0
0,0,153
1,2,3
25,0,0
0,4376,0
0,0,146
1,2,3
25,0,0
0,4070,0
0,0,128
1,2,3
23,0,0
0,3760,0
0,0,115
1,2,3
22,0,0
0,3446,0
0,0,105
1,2,3
20,0,0
0,3130,0
0,0,98
1,2,3
18,0,0
0,2815,0
0,0,90
1,2,3
18,0,0
0,2500,0
0,0,80
1,2,3
12,0,0
0,2187,0
0,0,74
1,2,3
10,0,0
0,1873,0
0,0,66
1,2,3
8,0,0
0,1562,0
0,0,54
1,2,3
6,0,0
0,1248,0
0,0,45
1,2,3
6,0,0
0,929,0
0,0,39
1,2,3
3,0,0
0,618,0
0,0,28
1,2,3
1,0,0
0,309,0
0,0,14
