k,OS Error Mean,OS Error St Dev,OS Error Median,OS Error Min,OS Error Max,IS Error Mean,IS Error St Dev,IS Error Median,IS Error Min,IS Error Max,µs Mean,µs St Dev,µs Median,µs Min,µs Max
2,0.04141658358707195,0.0048466175430613954,0.04153846153846152,0.009230769230769265,0.07692307692307687,0.02472601978914979,0.004448065309841144,0.023601847101077492,0.003086419753086433,0.06481481481481477,1806.802894736842,786.054765098077,1673.0,651,7062
3,0.040854685390969245,0.004456217562974399,0.040615384615384616,0.009230769230769265,0.07999999999999996,0.02774715984691086,0.0044900760270016925,0.026830877501649475,0.003086419753086433,0.06481481481481477,1807.3665263157895,787.1585195815214,1676.5,644,7593
4,0.03527544353382617,0.003938480324385373,0.03539671682626544,0.0061538461538461755,0.0707692307692308,0.03241764946263309,0.0039213570202030965,0.03175631885936492,0.003086419753086433,0.0771604938271605,1806.3380526315789,786.3290415813146,1672.5,646,6906
5,0.0361768238801262,0.00401827126871731,0.0361538461538462,0.009230769230769265,0.0738461538461539,0.03280366641809215,0.0039497287059890316,0.032224958949096834,0.003086419753086433,0.08333333333333337,1807.7786315789474,787.465070976834,1680.0,649,5896
6,0.034997051179809696,0.003925754514292082,0.035205848403232036,0.009230769230769265,0.06769230769230772,0.03369843968936059,0.0038793611990104882,0.03325123152709364,0.003086419753086433,0.08333333333333337,1809.7406315789474,792.8617696480129,1678.0,649,9039
7,0.035428960985322853,0.0039725429505614905,0.035400175901495134,0.009230769230769265,0.06769230769230772,0.03384535753163202,0.0038922970970053485,0.033388586313047634,0.003086419753086433,0.08333333333333337,1809.7458421052631,792.3102076950169,1680.0,649,9650
8,0.03524776065124419,0.003910993792426654,0.035254616675993285,0.009230769230769265,0.06769230769230772,0.034190458763774606,0.0038870408700701414,0.033864541832669286,0.003086419753086433,0.08333333333333337,1810.5234210526316,792.2284540758587,1678.5,644,8185
9,0.03550546291411053,0.003946776606844963,0.03538461538461535,0.009230769230769265,0.06769230769230772,0.034346360429441135,0.0038801366274605095,0.03389830508474578,0.003086419753086433,0.08333333333333337,1810.1904210526316,791.1509681906504,1678.0,637,6994
