0.0,1.0
342,28
0,170
0.0,1.0
335,17
7,181
0.0,1.0
339,26
3,172
0.0,1.0
334,21
8,177
0.0,1.0
337,24
5,174
0.0,1.0
331,20
11,178
0.0,1.0
335,23
7,175
0.0,1.0
332,23
10,175
0.0,1.0
323,25
0,164
0.0,1.0
316,15
7,174
0.0,1.0
320,23
3,166
0.0,1.0
315,20
8,169
0.0,1.0
317,22
6,167
0.0,1.0
312,18
11,171
0.0,1.0
315,20
8,169
0.0,1.0
313,20
10,169
0.0,1.0
305,22
0,156
0.0,1.0
299,15
6,163
0.0,1.0
303,22
2,156
0.0,1.0
298,20
7,158
0.0,1.0
299,21
6,157
0.0,1.0
296,18
9,160
0.0,1.0
298,19
7,159
0.0,1.0
295,19
10,159
0.0,1.0
290,22
0,143
0.0,1.0
284,15
6,150
0.0,1.0
288,22
2,143
0.0,1.0
283,19
7,146
0.0,1.0
284,20
6,145
0.0,1.0
280,17
10,148
0.0,1.0
283,19
7,146
0.0,1.0
280,18
10,147
0.0,1.0
270,21
0,135
0.0,1.0
265,13
5,143
0.0,1.0
268,20
2,136
0.0,1.0
263,17
7,139
0.0,1.0
266,19
4,137
0.0,1.0
261,15
9,141
0.0,1.0
264,20
6,136
0.0,1.0
262,18
8,138
0.0,1.0
251,19
0,128
0.0,1.0
246,12
5,135
0.0,1.0
250,21
1,126
0.0,1.0
246,17
5,130
0.0,1.0
249,19
2,128
0.0,1.0
244,15
7,132
0.0,1.0
246,20
5,127
0.0,1.0
244,17
7,130
0.0,1.0
233,18
0,118
0.0,1.0
227,12
6,124
0.0,1.0
232,20
1,116
0.0,1.0
228,16
5,120
0.0,1.0
230,18
3,118
0.0,1.0
226,15
7,121
0.0,1.0
229,19
4,117
0.0,1.0
226,16
7,120
0.0,1.0
213,16
0,112
0.0,1.0
208,12
5,116
0.0,1.0
212,19
1,109
0.0,1.0
208,14
5,114
0.0,1.0
208,15
5,113
0.0,1.0
207,14
6,114
0.0,1.0
209,18
4,110
0.0,1.0
207,15
6,113
0.0,1.0
196,17
0,99
0.0,1.0
190,12
6,104
0.0,1.0
195,19
1,97
0.0,1.0
191,13
5,103
0.0,1.0
191,14
5,102
0.0,1.0
190,14
6,102
0.0,1.0
192,18
4,98
0.0,1.0
190,15
6,101
0.0,1.0
182,16
0,86
0.0,1.0
176,11
6,91
0.0,1.0
181,18
1,84
0.0,1.0
177,12
5,90
0.0,1.0
177,13
5,89
0.0,1.0
176,12
6,90
0.0,1.0
178,16
4,86
0.0,1.0
176,14
6,88
0.0,1.0
163,17
0,76
0.0,1.0
159,10
4,83
0.0,1.0
162,17
1,76
0.0,1.0
158,11
5,82
0.0,1.0
159,14
4,79
0.0,1.0
156,11
7,82
0.0,1.0
158,13
5,80
0.0,1.0
158,13
5,80
0.0,1.0
148,15
0,64
0.0,1.0
145,9
3,70
0.0,1.0
146,12
2,67
0.0,1.0
144,10
4,69
0.0,1.0
145,15
3,64
0.0,1.0
143,12
5,67
0.0,1.0
145,14
3,65
0.0,1.0
143,10
5,69
0.0,1.0
128,15
0,56
0.0,1.0
125,7
3,64
0.0,1.0
126,11
2,60
0.0,1.0
124,10
4,61
0.0,1.0
125,15
3,56
0.0,1.0
124,11
4,60
0.0,1.0
125,14
3,57
0.0,1.0
124,12
4,59
0.0,1.0
109,11
0,50
0.0,1.0
106,6
3,55
0.0,1.0
107,11
2,50
0.0,1.0
106,11
3,50
0.0,1.0
108,12
1,49
0.0,1.0
106,11
3,50
0.0,1.0
108,13
1,48
0.0,1.0
107,13
2,48
0.0,1.0
96,8
0,38
0.0,1.0
95,6
1,40
0.0,1.0
96,7
0,39
0.0,1.0
96,7
0,39
0.0,1.0
96,8
0,38
0.0,1.0
96,8
0,38
0.0,1.0
96,8
0,38
0.0,1.0
96,7
0,39
0.0,1.0
78,6
0,29
0.0,1.0
77,5
1,30
0.0,1.0
78,5
0,30
0.0,1.0
77,5
1,30
0.0,1.0
78,6
0,29
0.0,1.0
78,6
0,29
0.0,1.0
78,6
0,29
0.0,1.0
78,6
0,29
0.0,1.0
59,4
0,22
0.0,1.0
59,4
0,22
0.0,1.0
59,4
0,22
0.0,1.0
59,4
0,22
0.0,1.0
59,5
0,21
0.0,1.0
59,5
0,21
0.0,1.0
59,6
0,20
0.0,1.0
59,6
0,20
0.0,1.0
40,3
0,13
0.0,1.0
40,3
0,13
0.0,1.0
40,4
0,12
0.0,1.0
40,4
0,12
0.0,1.0
40,4
0,12
0.0,1.0
40,4
0,12
0.0,1.0
40,4
0,12
0.0,1.0
40,4
0,12
0.0,1.0
17,3
0,8
0.0,1.0
17,3
0,8
0.0,1.0
17,3
0,8
0.0,1.0
17,3
0,8
0.0,1.0
17,3
0,8
0.0,1.0
17,3
0,8
0.0,1.0
17,3
0,8
0.0,1.0
17,3
0,8
