3,4,5,6,7,8,9
28,0,0,0,0,0,0
0,205,0,0,0,0,0
0,0,2037,0,0,0,0
0,0,0,2685,0,0,0
0,0,0,0,1027,0,0
0,0,0,0,0,186,0
0,0,0,0,0,0,4
3,4,5,6,7,8,9
27,0,0,0,0,0,0
0,190,0,0,0,0,0
0,0,1936,0,0,0,0
0,0,0,2534,0,0,0
0,0,0,0,975,0,0
0,0,0,0,0,181,0
0,0,0,0,0,0,4
3,4,5,6,7,8,9
24,0,0,0,0,0,0
0,183,0,0,0,0,0
0,0,1834,0,0,0,0
0,0,0,2375,0,0,0
0,0,0,0,930,0,0
0,0,0,0,0,173,0
0,0,0,0,0,0,3
3,4,5,6,7,8,9
24,0,0,0,0,0,0
0,165,0,0,0,0,0
0,0,1725,0,0,0,0
0,0,0,2241,0,0,0
0,0,0,0,880,0,0
0,0,0,0,0,159,0
0,0,0,0,0,0,3
3,4,5,6,7,8,9
24,0,0,0,0,0,0
0,158,0,0,0,0,0
0,0,1625,0,0,0,0
0,0,0,2089,0,0,0
0,0,0,0,822,0,0
0,0,0,0,0,151,0
0,0,0,0,0,0,3
3,4,5,6,7,8,9
23,0,0,0,0,0,0
0,143,0,0,0,0,0
0,0,1519,0,0,0,0
0,0,0,1950,0,0,0
0,0,0,0,767,0,0
0,0,0,0,0,142,0
0,0,0,0,0,0,3
3,4,5,6,7,8,9
22,0,0,0,0,0,0
0,131,0,0,0,0,0
0,0,1406,0,0,0,0
0,0,0,1812,0,0,0
0,0,0,0,718,0,0
0,0,0,0,0,132,0
0,0,0,0,0,0,2
3,4,5,6,7,8,9
22,0,0,0,0,0,0
0,122,0,0,0,0,0
0,0,1293,0,0,0,0
0,0,0,1679,0,0,0
0,0,0,0,660,0,0
0,0,0,0,0,120,0
0,0,0,0,0,0,2
3,4,5,6,7,8,9
19,0,0,0,0,0,0
0,110,0,0,0,0,0
0,0,1185,0,0,0,0
0,0,0,1543,0,0,0
0,0,0,0,602,0,0
0,0,0,0,0,112,0
0,0,0,0,0,0,2
3,4,5,6,7,8,9
18,0,0,0,0,0,0
0,97,0,0,0,0,0
0,0,1071,0,0,0,0
0,0,0,1415,0,0,0
0,0,0,0,546,0,0
0,0,0,0,0,99,0
0,0,0,0,0,0,2
3,4,5,6,7,8,9
16,0,0,0,0,0,0
0,90,0,0,0,0,0
0,0,976,0,0,0,0
0,0,0,1265,0,0,0
0,0,0,0,483,0,0
0,0,0,0,0,91,0
0,0,0,0,0,0,2
3,4,5,6,7,8,9
15,0,0,0,0,0,0
0,82,0,0,0,0,0
0,0,867,0,0,0,0
0,0,0,1125,0,0,0
0,0,0,0,420,0,0
0,0,0,0,0,88,0
0,0,0,0,0,0,1
3,4,5,6,7,8,9
13,0,0,0,0,0,0
0,67,0,0,0,0,0
0,0,770,0,0,0,0
0,0,0,982,0,0,0
0,0,0,0,365,0,0
0,0,0,0,0,75,0
0,0,0,0,0,0,1
3,4,5,6,7,8,9
9,0,0,0,0,0,0
0,57,0,0,0,0,0
0,0,664,0,0,0,0
0,0,0,850,0,0,0
0,0,0,0,302,0,0
0,0,0,0,0,66,0
0,0,0,0,0,0,1
3,4,5,6,7,8
7,0,0,0,0,0
0,47,0,0,0,0
0,0,548,0,0,0
0,0,0,725,0,0
0,0,0,0,240,0
0,0,0,0,0,57
3,4,5,6,7,8
5,0,0,0,0,0
0,41,0,0,0,0
0,0,427,0,0,0
0,0,0,586,0,0
0,0,0,0,195,0
0,0,0,0,0,45
3,4,5,6,7,8
4,0,0,0,0,0
0,37,0,0,0,0
0,0,321,0,0,0
0,0,0,428,0,0
0,0,0,0,151,0
0,0,0,0,0,33
3,4,5,6,7,8
3,0,0,0,0,0
0,26,0,0,0,0
0,0,229,0,0,0
0,0,0,278,0,0
0,0,0,0,90,0
0,0,0,0,0,23
3,4,5,6,7,8
1,0,0,0,0,0
0,13,0,0,0,0
0,0,112,0,0,0
0,0,0,141,0,0
0,0,0,0,44,0
0,0,0,0,0,13
