1,2,3
27,15,2
0,5942,111
0,0,75
1,2,3
2,1,2
25,5938,97
0,18,89
1,2,3
0,0,0
27,5954,156
0,3,32
1,2,3
0,0,0
27,5951,150
0,6,38
1,2,3
0,0,0
27,5953,169
0,4,19
1,2,3
0,0,0
27,5952,165
0,5,23
1,2,3
0,0,0
27,5954,167
0,3,21
1,2,3
0,0,0
27,5947,166
0,10,22
1,2,3
25,15,2
0,5626,107
0,0,72
1,2,3
2,1,2
23,5622,95
0,18,84
1,2,3
0,0,0
25,5638,155
0,3,26
1,2,3
0,0,0
25,5635,147
0,6,34
1,2,3
0,0,0
25,5637,160
0,4,21
1,2,3
0,0,0
25,5636,159
0,5,22
1,2,3
0,0,0
25,5637,160
0,4,21
1,2,3
0,0,0
25,5632,160
0,9,21
1,2,3
24,14,2
0,5311,103
0,0,68
1,2,3
2,1,2
22,5305,92
0,19,79
1,2,3
0,0,0
24,5322,148
0,3,25
1,2,3
0,0,0
24,5319,142
0,6,31
1,2,3
0,0,0
24,5321,154
0,4,19
1,2,3
0,0,0
24,5320,151
0,5,22
1,2,3
0,0,0
24,5321,153
0,4,20
1,2,3
0,0,0
24,5317,152
0,8,21
1,2,3
24,13,2
0,4989,103
0,0,66
1,2,3
2,1,2
22,4980,92
0,21,77
1,2,3
0,0,0
24,4999,145
0,3,26
1,2,3
0,0,0
24,4996,139
0,6,32
1,2,3
0,0,0
24,4998,151
0,4,20
1,2,3
0,0,0
24,4997,149
0,5,22
1,2,3
0,0,0
24,4998,150
0,4,21
1,2,3
0,0,0
24,4993,150
0,9,21
1,2,3
23,13,0
0,4678,97
0,0,61
1,2,3
0,0,0
23,4674,87
0,17,71
1,2,3
0,0,0
23,4688,129
0,3,29
1,2,3
0,0,0
23,4685,127
0,6,31
1,2,3
0,0,0
23,4686,137
0,5,21
1,2,3
0,0,0
23,4683,136
0,8,22
1,2,3
0,0,0
23,4685,137
0,6,21
1,2,3
0,0,0
23,4682,137
0,9,21
1,2,3
21,11,0
0,4365,94
0,0,56
1,2,3
0,0,0
21,4358,84
0,18,66
1,2,3
0,0,0
21,4373,123
0,3,27
1,2,3
0,0,0
21,4368,121
0,8,29
1,2,3
0,0,0
21,4372,131
0,4,19
1,2,3
0,0,0
21,4367,130
0,9,20
1,2,3
0,0,0
21,4370,133
0,6,17
1,2,3
0,0,0
21,4368,133
0,8,17
1,2,3
20,11,0
0,4051,92
0,0,49
1,2,3
0,1,0
20,4046,83
0,15,58
1,2,3
0,0,0
20,4059,120
0,3,21
1,2,3
0,0,0
20,4052,116
0,10,25
1,2,3
0,0,0
20,4057,121
0,5,20
1,2,3
0,0,0
20,4051,120
0,11,21
1,2,3
0,0,0
20,4055,124
0,7,17
1,2,3
0,0,0
20,4054,124
0,8,17
1,2,3
19,9,0
0,3744,84
0,0,42
1,2,3
0,1,0
19,3739,76
0,13,50
1,2,3
0,0,0
19,3750,110
0,3,16
1,2,3
0,0,0
19,3745,107
0,8,19
1,2,3
0,0,0
19,3749,111
0,4,15
1,2,3
0,0,0
19,3745,110
0,8,16
1,2,3
0,0,0
19,3748,120
0,5,6
1,2,3
0,0,0
19,3747,119
0,6,7
1,2,3
12,5,0
0,3440,80
0,0,36
1,2,3
0,1,0
12,3430,69
0,14,47
1,2,3
0,0,0
12,3441,101
0,4,15
1,2,3
0,0,0
12,3437,97
0,8,19
1,2,3
0,0,0
12,3441,104
0,4,12
1,2,3
0,0,0
12,3438,104
0,7,12
1,2,3
0,0,0
12,3445,116
0,0,0
1,2,3
0,0,0
12,3445,114
0,0,2
1,2,3
11,3,0
0,3133,72
0,0,29
1,2,3
0,1,0
11,3125,65
0,10,36
1,2,3
0,0,0
11,3134,89
0,2,12
1,2,3
0,0,0
11,3130,87
0,6,14
1,2,3
0,0,0
11,3134,97
0,2,4
1,2,3
0,0,0
11,3133,96
0,3,5
1,2,3
0,0,0
11,3136,101
0,0,0
1,2,3
0,0,0
11,3136,101
0,0,0
1,2,3
9,1,0
0,2823,70
0,0,20
1,2,3
0,1,0
9,2817,64
0,6,26
1,2,3
0,0,0
9,2824,82
0,0,8
1,2,3
0,0,0
9,2820,81
0,4,9
1,2,3
0,0,0
9,2824,90
0,0,0
1,2,3
0,0,0
9,2824,89
0,0,1
1,2,3
0,0,0
9,2824,90
0,0,0
1,2,3
0,0,0
9,2824,90
0,0,0
1,2,3
8,2,0
0,2507,62
0,0,19
1,2,3
1,1,1
7,2498,57
0,10,23
1,2,3
0,0,0
8,2508,75
0,1,6
1,2,3
0,0,0
8,2505,74
0,4,7
1,2,3
0,0,0
8,2509,81
0,0,0
1,2,3
0,0,0
8,2509,79
0,0,2
1,2,3
0,0,0
8,2509,81
0,0,0
1,2,3
0,0,0
8,2509,81
0,0,0
1,2,3
5,2,0
0,2200,48
0,0,18
1,2,3
0,0,0
5,2193,46
0,9,20
1,2,3
0,0,0
5,2200,60
0,2,6
1,2,3
0,0,0
5,2197,59
0,5,7
1,2,3
0,0,0
5,2202,66
0,0,0
1,2,3
0,0,0
