1,2,3
29,18,2
0,5933,111
0,0,79
1,2,3
3,2,2
26,5928,95
0,21,95
1,2,3
0,0,0
29,5947,165
0,4,27
1,2,3
0,0,0
29,5941,161
0,10,31
1,2,3
0,0,0
29,5946,173
0,5,19
1,2,3
0,0,0
29,5944,171
0,7,21
1,2,3
0,0,0
29,5946,173
0,5,19
1,2,3
0,0,0
29,5942,170
0,9,22
1,2,3
27,17,2
0,5619,107
0,0,75
1,2,3
3,2,2
24,5618,96
0,16,86
1,2,3
0,0,0
27,5632,158
0,4,26
1,2,3
0,0,0
27,5626,154
0,10,30
1,2,3
0,0,0
27,5631,166
0,5,18
1,2,3
0,0,0
27,5629,164
0,7,20
1,2,3
0,0,0
27,5631,166
0,5,18
1,2,3
0,0,0
27,5628,163
0,8,21
1,2,3
26,15,1
0,5306,104
0,0,70
1,2,3
2,1,1
24,5303,94
0,17,80
1,2,3
0,0,0
26,5317,152
0,4,23
1,2,3
0,0,0
26,5311,148
0,10,27
1,2,3
0,0,0
26,5316,157
0,5,18
1,2,3
0,0,0
26,5314,152
0,7,23
1,2,3
0,0,0
26,5316,157
0,5,18
1,2,3
0,0,0
26,5312,153
0,9,22
1,2,3
24,15,1
0,4999,103
0,0,55
1,2,3
2,0,1
22,4999,93
0,15,65
1,2,3
0,0,0
24,5012,139
0,2,20
1,2,3
0,0,0
24,5005,138
0,9,21
1,2,3
0,0,0
24,5009,143
0,5,16
1,2,3
0,0,0
24,5009,141
0,5,18
1,2,3
0,0,0
24,5009,143
0,5,16
1,2,3
0,0,0
24,5008,142
0,6,17
1,2,3
20,11,1
0,4687,101
0,0,52
1,2,3
1,0,2
19,4680,91
0,18,61
1,2,3
0,0,0
20,4696,136
0,2,18
1,2,3
0,0,0
20,4690,133
0,8,21
1,2,3
0,0,0
20,4694,138
0,4,16
1,2,3
0,0,0
20,4694,136
0,4,18
1,2,3
0,0,0
20,4694,138
0,4,16
1,2,3
0,0,0
20,4692,137
0,6,17
1,2,3
20,10,1
0,4376,91
0,0,49
1,2,3
1,0,2
19,4370,84
0,16,55
1,2,3
0,0,0
20,4384,125
0,2,16
1,2,3
0,0,0
20,4378,123
0,8,18
1,2,3
0,0,0
20,4384,131
0,2,10
1,2,3
0,0,0
20,4382,128
0,4,13
1,2,3
0,0,0
20,4384,131
0,2,10
1,2,3
0,0,0
20,4377,129
0,9,12
1,2,3
19,10,1
0,4062,87
0,0,44
1,2,3
1,0,2
18,4059,81
0,13,49
1,2,3
0,0,0
19,4070,120
0,2,12
1,2,3
0,0,0
19,4064,118
0,8,14
1,2,3
0,0,0
19,4070,122
0,2,10
1,2,3
0,0,0
19,4068,120
0,4,12
1,2,3
0,0,0
19,4070,122
0,2,10
1,2,3
0,0,0
19,4063,120
0,9,12
1,2,3
19,13,1
0,3744,80
0,0,41
1,2,3
1,0,2
18,3745,76
0,12,44
1,2,3
0,0,0
19,3754,111
0,3,11
1,2,3
0,0,0
19,3749,109
0,8,13
1,2,3
0,0,0
19,3756,113
0,1,9
1,2,3
0,0,0
19,3751,112
0,6,10
1,2,3
0,0,0
19,3752,113
0,5,9
1,2,3
0,0,0
19,3749,111
0,8,11
1,2,3
16,12,0
0,3434,75
0,0,36
1,2,3
0,0,1
16,3434,71
0,12,39
1,2,3
0,0,0
16,3444,101
0,2,10
1,2,3
0,0,0
16,3439,99
0,7,12
1,2,3
0,0,0
16,3443,103
0,3,8
1,2,3
0,0,0
16,3442,102
0,4,9
1,2,3
0,0,0
16,3446,107
0,0,4
1,2,3
0,0,0
16,3446,105
0,0,6
1,2,3
14,8,0
0,3123,73
0,0,30
1,2,3
0,0,1
14,3119,70
0,12,32
1,2,3
0,0,0
14,3130,93
0,1,10
1,2,3
0,0,0
14,3127,91
0,4,12
1,2,3
0,0,0
14,3129,95
0,2,8
1,2,3
0,0,0
14,3128,94
0,3,9
1,2,3
0,0,0
14,3131,98
0,0,5
1,2,3
0,0,0
14,3131,97
