1,2,3
29,16,1
0,5938,110
0,0,78
1,2,3
2,1,1
27,5932,93
0,21,95
1,2,3
0,0,0
29,5949,160
0,5,29
1,2,3
0,0,0
29,5943,156
0,11,33
1,2,3
0,0,0
29,5950,172
0,4,17
1,2,3
0,0,0
29,5944,169
0,10,20
1,2,3
0,0,0
29,5949,172
0,5,17
1,2,3
0,0,0
29,5945,169
0,9,20
1,2,3
26,15,1
0,5626,103
0,0,76
1,2,3
2,1,1
24,5622,91
0,18,88
1,2,3
0,0,0
26,5636,152
0,5,28
1,2,3
0,0,0
26,5630,147
0,11,33
1,2,3
0,0,0
26,5637,163
0,4,17
1,2,3
0,0,0
26,5632,160
0,9,20
1,2,3
0,0,0
26,5636,166
0,5,14
1,2,3
0,0,0
26,5633,165
0,8,15
1,2,3
22,10,1
0,5318,100
0,0,71
1,2,3
2,0,1
20,5309,86
0,19,85
1,2,3
0,0,0
22,5323,144
0,5,28
1,2,3
0,0,0
22,5316,140
0,12,32
1,2,3
0,0,0
22,5323,155
0,5,17
1,2,3
0,0,0
22,5317,153
0,11,19
1,2,3
0,0,0
22,5323,163
0,5,9
1,2,3
0,0,0
22,5323,161
0,5,11
1,2,3
21,9,2
0,5005,98
0,0,62
1,2,3
1,0,2
20,4994,86
0,20,74
1,2,3
0,0,0
21,5009,142
0,5,20
1,2,3
0,0,0
21,5002,133
0,12,29
1,2,3
0,0,0
21,5008,152
0,6,10
1,2,3
0,0,0
21,5007,146
0,7,16
1,2,3
0,0,0
21,5009,152
0,5,10
1,2,3
0,0,0
21,5007,152
0,7,10
1,2,3
19,8,2
0,4696,93
0,0,54
1,2,3
1,0,2
18,4686,82
0,18,65
1,2,3
0,0,0
19,4699,129
0,5,20
1,2,3
0,0,0
19,4692,121
0,12,28
1,2,3
0,0,0
19,4699,139
0,5,10
1,2,3
0,0,0
19,4697,134
0,7,15
1,2,3
0,0,0
19,4700,139
0,4,10
1,2,3
0,0,0
19,4699,139
0,5,10
1,2,3
19,8,2
0,4381,86
0,0,51
1,2,3
2,1,2
17,4371,78
0,17,59
1,2,3
0,0,0
19,4384,122
0,5,17
1,2,3
0,0,0
19,4376,114
0,13,25
1,2,3
0,0,0
19,4384,129
0,5,10
1,2,3
0,0,0
19,4382,124
0,7,15
1,2,3
0,0,0
19,4385,129
0,4,10
1,2,3
0,0,0
19,4384,129
0,5,10
1,2,3
15,6,2
0,4078,92
0,0,30
1,2,3
3,2,2
12,4066,82
0,16,40
1,2,3
0,0,0
15,4081,116
0,3,8
1,2,3
0,0,0
15,4074,108
0,10,16
1,2,3
0,0,0
15,4081,119
0,3,5
1,2,3
0,0,0
15,4079,116
0,5,8
1,2,3
0,0,0
15,4080,123
0,4,1
1,2,3
0,0,0
15,4079,122
0,5,2
1,2,3
13,5,1
0,3766,86
0,0,27
1,2,3
2,1,1
11,3755,80
0,15,33
1,2,3
0,0,0
13,3769,110
0,2,4
1,2,3
0,0,0
13,3765,104
0,6,10
1,2,3
0,0,0
13,3770,112
0,1,2
1,2,3
0,0,0
13,3767,110
0,4,4
1,2,3
0,0,0
13,3769,113
0,2,1
1,2,3
0,0,0
13,3769,112
0,2,2
1,2,3
12,6,1
0,3446,85
0,0,23
1,2,3
2,1,1
10,3438,79
0,13,29
1,2,3
0,0,0
12,3449,105
0,3,4
1,2,3
0,0,0
12,3444,99
0,8,10
1,2,3
0,0,0
12,3449,107
0,3,2
1,2,3
0,0,0
12,3448,104
0,4,5
1,2,3
0,0,0
12,3450,107
0,2,2
1,2,3
0,0,0
12,3450,106
0,2,3
1,2,3
11,4,1
0,3132,76
0,0,24
1,2,3
2,1,1
9,3124,72
0,11,28
1,2,3
0,0,0
11,3133,95
0,3,6
1,2,3
0,0,0
11,3130,89
0,6,12
1,2,3
0,0,0
11,3134,97
0,2,4
1,2,3
0,0,0
11,3133,96
0,3,5
1,2,3
0,0,0
11,3134,99
0,2,2
1,2,3
0,0,0
11,3134,98
0,2,3
1,2,3
10,3,1
0,2817,70
0,0,22
1,2,3
2,1,1
8,2810,67
0,9,25
1,2,3
0,0,0
10,2817,87
0,3,6
1,2,3
0,0,0
10,2814,82
0,6,11
1,2,3
0,0,0
10,2819,92
0,1,1
1,2,3
0,0,0
10,2817,92
0,3,1
1,2,3
0,0,0
10,2820,92
0,0,1
1,2,3
0,0,0
10,2820,92
0,0,1
1,2,3
10,2,1
0,2502,66
0,0,17
1,2,3
2,1,1
8,2496,61
0,7,22
1,2,3
0,0,0
10,2501,79
0,3,5
1,2,3
0,0,0
10,2498,76
0,6,8
1,2,3
0,0,0
10,2502,83
0,2,1
1,2,3
0,0,0
10,2502,81
0,2,3
1,2,3
0,0,0
10,2504,83
0,0,1
1,2,3
0,0,0
10,2504,83
0,0,1
1,2,3
10,5,1
0,2181,62
0,0,14
1,2,3
2,2,1
8,2179,57
0,5,19
1,2,3
0,0,0
10,2185,74
0,1,3
1,2,3
0,0,0
10,2184,73
0,2,4
1,2,3
0,0,0
10,2186,76
0,0,1
1,2,3
0,0,0
10,2186,75
0,0,2
1,2,3
0,0,0
10,2186,76
0,0,1
1,2,3
0,0,0
10,2186,76
0,0,1
1,2,3
9,5,1
0,1870,51
0,0,13
1,2,3
2,3,1
7,1867,48
0,5,16
1,2,3
0,0,0
9,1874,64
0,1,1
1,2,3
0,0,0
9,1873,64
0,2,1
1,2,3
0,0,0
9,1875,65
0,0,0
1,2,3
0,0,0
9,1875,65
0,0,0
1,2,3
0,0,0
9,1875,65
0,0,0
1,2,3
0,0,0
9,1875,65
0,0,0
1,2,3
9,6,1
0,1552,44
0,0,12
1,2,3
3,3,1
6,1550,42
0,5,14
1,2,3
0,0,0
9,1557,55
0,1,2
1,2,3
0,0,0
9,1556,55
0,2,2
1,2,3
0,0,0
9,1558,57
0,0,0
1,2,3
0,0,0
9,1558,57
0,0,0
1,2,3
0,0,0
9,1558,57
0,0,0
1,2,3
0,0,0
9,1558,57
0,0,0
1,2,3
7,7,0
0,1246,37
0,0,2
1,2,3
1,2,0
6,1248,35
0,3,4
1,2,3
0,0,0
7,1253,39
0,0,0
1,2,3
0,0,0
7,1252,39
0,1,0
1,2,3
0,0,0
7,1253,39
0,0,0
1,2,3
0,0,0
7,1253,39
0,0,0
1,2,3
0,0,0
7,1253,39
0,0,0
1,2,3
0,0,0
7,1253,39
0,0,0
1,2,3
6,5,0
0,930,29
0,0,4
1,2,3
1,2,0
5,930,27
0,3,6
1,2,3
0,0,0
6,935,33
0,0,0
1,2,3
0,0,0
6,932,32
0,3,1
1,2,3
0,0,0
6,935,32
0,0,1
1,2,3
0,0,0
6,935,32
0,0,1
1,2,3
0,0,0
6,935,33
0,0,0
1,2,3
0,0,0
6,935,33
0,0,0
1,2,3
6,4,0
0,616,21
0,0,2
1,2,3
1,2,1
5,617,19
0,1,3
1,2,3
0,0,0
6,620,23
0,0,0
1,2,3
0,0,0
6,619,22
0,1,1
1,2,3
0,0,0
6,620,23
0,0,0
1,2,3
0,0,0
6,620,23
0,0,0
1,2,3
0,0,0
6,620,23
0,0,0
1,2,3
0,0,0
6,620,23
0,0,0
1,2,3
2,0,0
0,311,8
0,0,3
1,2,3
0,0,0
2,310,7
0,1,4
1,2,3
0,0,0
2,311,11
0,0,0
1,2,3
0,0,0
2,311,11
0,0,0
1,2,3
0,0,0
2,311,11
0,0,0
1,2,3
0,0,0
2,311,11
0,0,0
1,2,3
0,0,0
2,311,11
0,0,0
1,2,3
0,0,0
2,311,11
0,0,0
