1,2,3
30,0,0
0,5954,0
0,0,188
1,2,3
29,0,0
0,5637,0
0,0,181
1,2,3
29,0,0
0,5324,0
0,0,169
1,2,3
28,0,0
0,5013,0
0,0,156
1,2,3
27,0,0
0,4696,0
0,0,149
1,2,3
24,0,0
0,4385,0
0,0,138
1,2,3
21,0,0
0,4075,0
0,0,127
1,2,3
18,0,0
0,3759,0
0,0,121
1,2,3
17,0,0
0,3447,0
0,0,109
1,2,3
15,0,0
0,3128,0
0,0,105
1,2,3
13,0,0
0,2812,0
0,0,98
1,2,3
12,0,0
0,2497,0
0,0,89
1,2,3
10,0,0
0,2183,0
0,0,80
1,2,3
10,0,0
0,1864,0
0,0,75
1,2,3
9,0,0
0,1558,0
0,0,57
1,2,3
7,0,0
0,1243,0
0,0,49
1,2,3
6,0,0
0,927,0
0,0,41
1,2,3
5,0,0
0,617,0
0,0,27
1,2,3
3,0,0
0,308,0
0,0,13
