1,2,3
27,15,2
0,5940,116
0,0,72
1,2,3
3,2,2
24,5934,100
0,19,88
1,2,3
0,0,0
27,5953,163
0,2,27
1,2,3
0,0,0
27,5946,160
0,9,30
1,2,3
0,0,0
27,5952,173
0,3,17
1,2,3
0,0,0
27,5950,172
0,5,18
1,2,3
0,0,0
27,5951,173
0,4,17
1,2,3
0,0,0
27,5949,172
0,6,18
1,2,3
26,13,1
0,5628,114
0,0,65
1,2,3
2,2,1
24,5621,100
0,18,79
1,2,3
0,0,0
26,5639,154
0,2,26
1,2,3
0,0,0
26,5631,152
0,10,28
1,2,3
0,0,0
26,5637,163
0,4,17
1,2,3
0,0,0
26,5636,162
0,5,18
1,2,3
0,0,0
26,5637,163
0,4,17
1,2,3
0,0,0
26,5635,162
0,6,18
1,2,3
26,12,1
0,5316,106
0,0,61
1,2,3
2,2,1
24,5309,95
0,17,72
1,2,3
0,0,0
26,5326,144
0,2,24
1,2,3
0,0,0
26,5322,141
0,6,27
1,2,3
0,0,0
26,5323,152
0,5,16
1,2,3
0,0,0
26,5322,150
0,6,18
1,2,3
0,0,0
26,5325,152
0,3,16
1,2,3
0,0,0
26,5321,150
0,7,18
1,2,3
26,13,1
0,4995,105
0,0,57
1,2,3
2,2,1
24,4990,93
0,16,69
1,2,3
0,0,0
26,5005,141
0,3,22
1,2,3
0,0,0
26,5002,139
0,6,24
1,2,3
0,0,0
26,5002,147
0,6,16
1,2,3
0,0,0
26,5002,145
0,6,18
1,2,3
0,0,0
26,5004,147
0,4,16
1,2,3
0,0,0
26,5002,146
0,6,17
1,2,3
25,11,1
0,4687,98
0,0,50
1,2,3
2,2,1
23,4685,89
0,11,59
1,2,3
0,0,0
25,4695,129
0,3,20
1,2,3
0,0,0
25,4691,127
0,7,22
1,2,3
0,0,0
25,4694,135
0,4,14
1,2,3
0,0,0
25,4693,135
0,5,14
1,2,3
0,0,0
25,4696,144
0,2,5
1,2,3
0,0,0
25,4693,143
0,5,6
1,2,3
24,11,1
0,4369,95
0,0,47
1,2,3
2,2,2
22,4366,86
0,12,55
1,2,3
0,0,0
24,4377,124
0,3,19
1,2,3
0,0,0
24,4373,121
0,7,22
1,2,3
0,0,0
24,4376,129
0,4,14
1,2,3
0,0,0
24,4375,129
0,5,14
1,2,3
0,0,0
24,4378,137
0,2,6
1,2,3
0,0,0
24,4375,137
0,5,6
1,2,3
23,12,1
0,4058,81
0,0,48
1,2,3
2,2,2
21,4055,75
0,13,53
1,2,3
0,0,0
23,4068,109
0,2,21
1,2,3
0,0,0
23,4062,108
0,8,22
1,2,3
0,0,0
23,4066,117
0,4,13
1,2,3
0,0,0
23,4065,117
0,5,13
1,2,3
0,0,0
23,4067,125
0,3,5
1,2,3
0,0,0
23,4067,125
0,3,5
1,2,3
22,13,1
0,3748,81
0,0,33
1,2,3
2,2,2
20,3746,72
0,13,41
1,2,3
0,0,0
22,3758,101
0,3,14
1,2,3
0,0,0
22,3753,100
0,8,15
1,2,3
0,0,0
22,3757,106
0,4,9
1,2,3
0,0,0
22,3755,106
0,6,9
1,2,3
0,0,0
22,3758,110
0,3,5
1,2,3
0,0,0
22,3757,110
0,4,5
1,2,3
21,15,1
0,3430,77
0,0,29
1,2,3
2,2,2
19,3431,67
0,12,38
1,2,3
0,0,0
21,3442,93
0,3,14
1,2,3
0,0,0
21,3437,92
0,8,15
1,2,3
0,0,0
21,3441,98
0,4,9
1,2,3
0,0,0
21,3437,98
0,8,9
1,2,3
0,0,0
21,3442,102
0,3,5
1,2,3
0,0,0
21,3441,102
0,4,5
1,2,3
18,10,1
0,3122,70
0,0,27
1,2,3
2,2,2
16,3117,63
0,13,33
1,2,3
0,0,0
18,3131,87
0,1,11
1,2,3
0,0,0
18,3124,87
0,8,11
1,2,3
0,0,0
18,3128,90
0,4,8
1,2,3
0,0,0
18,3125,90
0,7,8
1,2,3
0,0,0
18,3132,98
0,0,0
1,2,3
0,0,0
18,3132,98
0,0,0
1,2,3
12,7,1
0,2813,63
0,0,27
1,2,3
1,1,1
11,2809,58
0,10,32
1,2,3
0,0,0
12,2820,83
0,0,8
1,2,3
0,0,0
12,2812,83
0,8,8
1,2,3
0,0,0
12,2815,83
0,5,8
1,2,3
0,0,0
12,2813,83
0,7,8
1,2,3
0,0,0
12,2820,91
0,0,0
1,2,3
0,0,0
12,2820,91
0,0,0
1,2,3
11,7,1
0,2500,55
0,0,24
1,2,3
1,1,1
10,2497,53
0,9,26
1,2,3
0,0,0
11,2506,73
0,1,7
1,2,3
0,0,0
11,2501,73
0,6,7
1,2,3
0,0,0
11,2503,76
0,4,4
1,2,3
0,0,0
11,2501,76
0,6,4
1,2,3
0,0,0
11,2507,80
0,0,0
1,2,3
0,0,0
11,2507,80
0,0,0
1,2,3
11,8,1
0,2184,50
0,0,19
1,2,3
1,1,1
10,2187,49
0,4,20
1,2,3
0,0,0
11,2192,70
0,0,0
1,2,3
0,0,0
11,2192,70
0,0,0
1,2,3
0,0,0
11,2192,70
0,0,0
1,2,3
0,0,0
11,2192,70
0,0,0
1,2,3
0,0,0
11,2192,70
0,0,0
1,2,3
0,0,0
11,2192,70
0,0,0
1,2,3
11,7,1
0,1870,46
0,0,14
1,2,3
1,1,1
10,1871,46
0,5,14
1,2,3
0,0,0
11,1877,60
0,0,1
1,2,3
0,0,0
11,1877,61
0,0,0
1,2,3
0,0,0
11,1877,61
0,0,0
1,2,3
0,0,0
11,1877,61
0,0,0
1,2,3
0,0,0
11,1877,61
0,0,0
1,2,3
0,0,0
11,1877,61
0,0,0
1,2,3
8,3,0
0,1559,44
0,0,10
1,2,3
1,0,0
7,1559,42
0,3,12
1,2,3
0,0,0
8,1562,53
0,0,1
1,2,3
0,0,0
8,1561,52
0,1,2
1,2,3
0,0,0
8,1562,53
0,0,1
1,2,3
0,0,0
8,1562,54
0,0,0
1,2,3
0,0,0
8,1562,54
0,0,0
1,2,3
0,0,0
8,1562,54
0,0,0
1,2,3
6,3,0
0,1248,38
0,0,4
1,2,3
1,0,0
5,1248,37
0,3,5
1,2,3
0,0,0
6,1251,40
0,0,2
1,2,3
0,0,0
6,1251,41
0,0,1
1,2,3
0,0,0
6,1251,41
0,0,1
1,2,3
0,0,0
6,1251,42
0,0,0
1,2,3
0,0,0
6,1251,42
0,0,0
1,2,3
0,0,0
6,1251,42
0,0,0
1,2,3
4,2,0
0,936,31
0,0,1
1,2,3
0,0,1
4,936,27
0,2,4
1,2,3
0,0,0
4,938,32
0,0,0
1,2,3
0,0,0
4,938,32
0,0,0
1,2,3
0,0,0
4,938,32
0,0,0
1,2,3
0,0,0
4,938,32
0,0,0
1,2,3
0,0,0
4,938,32
0,0,0
1,2,3
0,0,0
4,938,32
0,0,0
1,2,3
2,1,0
0,625,21
0,0,0
1,2,3
0,0,0
2,625,18
0,1,3
1,2,3
0,0,0
2,626,21
0,0,0
1,2,3
0,0,0
2,626,21
0,0,0
1,2,3
0,0,0
2,626,21
0,0,0
1,2,3
0,0,0
2,626,21
0,0,0
1,2,3
0,0,0
2,626,21
0,0,0
1,2,3
0,0,0
2,626,21
0,0,0
1,2,3
2,1,0
0,311,10
0,0,0
1,2,3
0,1,0
2,311,10
0,0,0
1,2,3
0,0,0
2,312,10
0,0,0
1,2,3
0,0,0
2,312,10
0,0,0
1,2,3
0,0,0
2,312,10
0,0,0
1,2,3
0,0,0
2,312,10
0,0,0
1,2,3
0,0,0
2,312,10
0,0,0
1,2,3
0,0,0
2,312,10
0,0,0
