1,2,3
28,19,2
0,5936,110
0,0,77
1,2,3
3,2,2
25,5935,96
0,18,91
1,2,3
0,0,0
28,5951,160
0,4,29
1,2,3
0,0,0
28,5945,155
0,10,34
1,2,3
0,0,0
28,5950,171
0,5,18
1,2,3
0,0,0
28,5948,168
0,7,21
1,2,3
0,0,0
28,5950,173
0,5,16
1,2,3
0,0,0
28,5945,169
0,10,20
1,2,3
27,19,1
0,5624,102
0,0,74
1,2,3
2,2,1
25,5620,87
0,21,89
1,2,3
0,0,0
27,5639,149
0,4,28
1,2,3
0,0,0
27,5630,142
0,13,35
1,2,3
0,0,0
27,5639,160
0,4,17
1,2,3
0,0,0
27,5636,156
0,7,21
1,2,3
0,0,0
27,5639,162
0,4,15
1,2,3
0,0,0
27,5634,158
0,9,19
1,2,3
26,20,1
0,5308,99
0,0,68
1,2,3
2,2,1
24,5303,84
0,23,83
1,2,3
0,0,0
26,5324,141
0,4,27
1,2,3
0,0,0
26,5315,134
0,13,34
1,2,3
0,0,0
26,5323,154
0,5,14
1,2,3
0,0,0
26,5320,149
0,8,19
1,2,3
0,0,0
26,5323,154
0,5,14
1,2,3
0,0,0
26,5319,151
0,9,17
1,2,3
24,19,1
0,4992,95
0,0,66
1,2,3
2,2,1
22,4987,82
0,22,79
1,2,3
0,0,0
24,5007,135
0,4,27
1,2,3
0,0,0
24,4999,127
0,12,35
1,2,3
0,0,0
24,5006,148
0,5,14
1,2,3
0,0,0
24,5001,142
0,10,20
1,2,3
0,0,0
24,5006,148
0,5,14
1,2,3
0,0,0
24,5001,145
0,10,17
1,2,3
23,17,1
0,4684,91
0,0,56
1,2,3
2,2,1
21,4682,82
0,17,65
1,2,3
0,0,0
23,4699,124
0,2,24
1,2,3
0,0,0
23,4688,121
0,13,27
1,2,3
0,0,0
23,4697,136
0,4,12
1,2,3
0,0,0
23,4693,136
0,8,12
1,2,3
0,0,0
23,4696,136
0,5,12
1,2,3
0,0,0
23,4694,136
0,7,12
1,2,3
21,15,1
0,4375,84
0,0,51
1,2,3
2,4,1
19,4369,76
0,17,59
1,2,3
0,0,0
21,4387,113
0,3,23
1,2,3
0,0,0
21,4378,111
0,12,25
1,2,3
0,0,0
21,4385,126
0,5,10
1,2,3
0,0,0
21,4383,126
0,7,10
1,2,3
0,0,0
21,4385,126
0,5,10
1,2,3
0,0,0
21,4383,126
0,7,10
1,2,3
20,15,1
0,4062,81
0,0,44
1,2,3
2,4,2
18,4053,71
0,20,53
1,2,3
0,0,0
20,4072,111
0,5,15
1,2,3
0,0,0
20,4068,108
0,9,18
1,2,3
0,0,0
20,4075,121
0,2,5
1,2,3
0,0,0
20,4074,121
0,3,5
1,2,3
0,0,0
20,4075,121
0,2,5
1,2,3
0,0,0
20,4073,121
0,4,5
1,2,3
17,14,1
0,3748,80
0,0,38
1,2,3
2,4,2
15,3740,73
0,18,44
1,2,3
0,0,0
17,3759,104
0,3,15
1,2,3
0,0,0
17,3755,103
0,7,16
1,2,3
0,0,0
17,3759,114
0,3,5
1,2,3
0,0,0
17,3757,114
0,5,5
1,2,3
0,0,0
17,3759,114
0,3,5
1,2,3
0,0,0
17,3757,114
0,5,5
1,2,3
15,12,0
0,3440,74
0,0,32
1,2,3
