1,2,3
28,17,2
0,5940,110
0,0,75
1,2,3
3,2,2
25,5938,96
0,17,89
1,2,3
0,0,0
28,5953,156
0,4,31
1,2,3
0,0,0
28,5945,151
0,12,36
1,2,3
0,0,0
28,5952,169
0,5,18
1,2,3
0,0,0
28,5950,167
0,7,20
1,2,3
0,0,0
28,5952,169
0,5,18
1,2,3
0,0,0
28,5949,166
0,8,21
1,2,3
21,16,1
0,5631,108
0,0,70
1,2,3
2,1,1
19,5628,96
0,18,82
1,2,3
0,0,0
21,5642,147
0,5,32
1,2,3
0,0,0
21,5636,143
0,11,36
1,2,3
0,0,0
21,5643,161
0,4,18
1,2,3
0,0,0
21,5640,159
0,7,20
1,2,3
0,0,0
21,5642,161
0,5,18
1,2,3
0,0,0
21,5638,157
0,9,22
1,2,3
19,17,1
0,5317,102
0,0,66
1,2,3
2,1,1
17,5313,92
0,20,76
1,2,3
0,0,0
19,5328,141
0,6,28
1,2,3
0,0,0
19,5325,137
0,9,32
1,2,3
0,0,0
19,5330,152
0,4,17
1,2,3
0,0,0
19,5325,150
0,9,19
1,2,3
0,0,0
19,5329,156
0,5,13
1,2,3
0,0,0
19,5327,152
0,7,17
1,2,3
18,18,1
0,4996,99
0,0,65
1,2,3
2,2,1
16,4992,89
0,20,75
1,2,3
0,0,0
18,5009,136
0,5,29
1,2,3
0,0,0
18,5005,134
0,9,31
1,2,3
0,0,0
18,5011,149
0,3,16
1,2,3
0,0,0
18,5007,145
0,7,20
1,2,3
0,0,0
18,5009,150
0,5,15
1,2,3
0,0,0
18,5007,149
0,7,16
1,2,3
17,17,1
0,4681,95
0,0,61
1,2,3
1,2,1
16,4677,85
0,19,71
1,2,3
0,0,0
17,4694,127
0,4,30
1,2,3
0,0,0
17,4688,125
0,10,32
1,2,3
0,0,0
17,4694,140
0,4,17
1,2,3
0,0,0
17,4689,134
0,9,23
1,2,3
0,0,0
17,4692,142
0,6,15
1,2,3
0,0,0
17,4690,141
0,8,16
1,2,3
15,12,1
0,4378,87
0,0,54
1,2,3
1,2,1
14,4370,78
0,18,63
1,2,3
0,0,0
15,4385,117
0,5,25
1,2,3
0,0,0
15,4379,113
0,11,29
1,2,3
0,0,0
15,4384,122
0,6,20
1,2,3
0,0,0
15,4378,118
0,12,24
1,2,3
0,0,0
15,4381,127
0,9,15
1,2,3
0,0,0
15,4381,126
0,9,16
1,2,3
13,13,1
0,4066,82
0,0,48
1,2,3
1,2,1
12,4061,74
0,16,56
1,2,3
0,0,0
13,4075,112
0,4,19
1,2,3
0,0,0
13,4069,109
0,10,22
1,2,3
0,0,0
13,4074,115
0,5,16
1,2,3
0,0,0
13,4069,111
0,10,20
1,2,3
0,0,0
13,4070,116
0,9,15
1,2,3
0,0,0
13,4070,115
0,9,16
1,2,3
13,12,1
0,3747,78
0,0,47
1,2,3
1,2,1
12,3742,70
0,15,55
1,2,3
0,0,0
13,3756,110
0,3,16
1,2,3
