b,svm,417525511,linear,0.033333333333333326,0.03448275862068961,29,1002014,[0.96323529 0.93382353 0.97761194 0.95522388]
b,svm,2738698813,linear,0.033333333333333326,0.03448275862068961,29,428306,[0.93333333 0.95555556 0.96296296 0.95555556]
b,svm,2738698813,poly,0.0888888888888889,0.06896551724137934,29,2519,[0.8962963  0.91851852 0.91111111 0.8962963 ]
b,svm,2738698813,rbf,0.0796296296296296,0.10344827586206895,29,3365,[0.9037037  0.91851852 0.91851852 0.8962963 ]
b,svm,2738698813,sigmoid,0.5462962962962963,0.48275862068965514,29,8092,[0.46666667 0.5037037  0.44444444 0.41481481]
b,svm,2738698813,linear,0.03125,0.052631578947368474,57,836156,[0.90697674 0.96875    0.96875    0.95275591]
b,svm,2738698813,poly,0.08984375,0.07017543859649122,57,2874,[0.89922481 0.9296875  0.90625    0.8976378 ]
b,svm,2738698813,rbf,0.080078125,0.07017543859649122,57,3057,[0.89922481 0.953125   0.9140625  0.90551181]
b,svm,2738698813,sigmoid,0.578125,0.5087719298245614,57,7313,[0.51162791 0.4296875  0.4453125  0.4015748 ]
b,svm,2738698813,linear,0.0331262939958592,0.05813953488372092,86,675044,[0.90909091 0.94214876 0.98347107 0.95      ]
b,svm,2738698813,poly,0.08695652173913049,0.09302325581395354,86,2616,[0.89256198 0.95041322 0.90082645 0.89166667]
b,svm,2738698813,rbf,0.07660455486542439,0.09302325581395354,86,2812,[0.89256198 0.95041322 0.91735537 0.9       ]
b,svm,2738698813,sigmoid,0.5424430641821947,0.5465116279069768,86,7479,[0.53719008 0.47107438 0.47107438 0.38333333]
b,svm,2738698813,linear,0.03076923076923077,0.06140350877192979,114,963334,[0.93043478 0.92982456 0.97345133 0.9380531 ]
b,svm,2738698813,poly,0.08571428571428574,0.10526315789473684,114,2465,[0.90434783 0.93859649 0.91150442 0.90265487]
b,svm,2738698813,rbf,0.07472527472527468,0.10526315789473684,114,2648,[0.90434783 0.95614035 0.92035398 0.90265487]
b,svm,2738698813,sigmoid,0.5582417582417583,0.49122807017543857,114,6695,[0.44347826 0.50877193 0.43362832 0.43362832]
b,svm,2738698813,linear,0.025821596244131495,0.06293706293706292,143,475112,[0.92523364 0.95327103 0.97196262 0.94285714]
b,svm,2738698813,poly,0.09154929577464788,0.08391608391608396,143,2348,[0.87850467 0.93457944 0.91588785 0.9047619 ]
b,svm,2738698813,rbf,0.07746478873239437,0.08391608391608396,143,2478,[0.87850467 0.94392523 0.92523364 0.9047619 ]
b,svm,2738698813,sigmoid,0.539906103286385,0.5104895104895104,143,5439,[0.5046729  0.56074766 0.45794393 0.41904762]
b,svm,2738698813,linear,0.035175879396984966,0.05847953216374269,171,1232693,[0.95       0.96       0.96       0.93877551]
