1,2,3
29,19,2
0,5932,108
0,0,82
1,2,3
3,2,2
26,5929,93
0,20,97
1,2,3
0,0,0
29,5947,158
0,4,34
1,2,3
0,0,0
29,5937,152
0,14,40
1,2,3
0,0,0
29,5946,171
0,5,21
1,2,3
0,0,0
29,5945,169
0,6,23
1,2,3
0,0,0
29,5946,170
0,5,22
1,2,3
0,0,0
29,5943,170
0,8,22
1,2,3
29,19,2
0,5620,105
0,0,72
1,2,3
3,2,2
26,5620,91
0,17,86
1,2,3
0,0,0
29,5636,150
0,3,29
1,2,3
0,0,0
29,5626,146
0,13,33
1,2,3
0,0,0
29,5635,163
0,4,16
1,2,3
0,0,0
29,5632,159
0,7,20
1,2,3
0,0,0
29,5636,169
0,3,10
1,2,3
0,0,0
29,5633,167
0,6,12
1,2,3
28,17,1
0,5312,101
0,0,63
1,2,3
2,1,1
26,5313,89
0,15,75
1,2,3
0,0,0
28,5325,141
0,4,24
1,2,3
0,0,0
28,5315,138
0,14,27
1,2,3
0,0,0
28,5326,157
0,3,8
1,2,3
0,0,0
28,5323,154
0,6,11
1,2,3
0,0,0
28,5325,156
0,4,9
1,2,3
0,0,0
28,5323,155
0,6,10
1,2,3
27,21,1
0,4991,99
0,0,58
1,2,3
1,1,1
26,4997,88
0,14,69
1,2,3
0,0,0
27,5008,135
0,4,23
1,2,3
0,0,0
27,5002,132
0,10,26
1,2,3
0,0,0
27,5009,150
0,3,8
1,2,3
0,0,0
27,5005,148
0,7,10
1,2,3
0,0,0
27,5008,149
0,4,9
1,2,3
0,0,0
27,5007,149
0,5,9
1,2,3
26,19,1
0,4675,97
0,0,54
1,2,3
1,1,1
25,4681,87
0,12,64
1,2,3
0,0,0
26,4690,132
0,4,20
1,2,3
0,0,0
26,4684,129
0,10,23
1,2,3
0,0,0
26,4692,145
0,2,7
1,2,3
0,0,0
26,4689,144
0,5,8
1,2,3
0,0,0
26,4692,146
0,2,6
1,2,3
0,0,0
26,4690,146
0,4,6
1,2,3
26,18,1
0,4363,92
0,0,47
1,2,3
1,1,1
25,4369,83
0,11,56
1,2,3
0,0,0
26,4379,127
0,2,13
1,2,3
0,0,0
26,4374,123
0,7,17
1,2,3
0,0,0
26,4381,135
0,0,5
1,2,3
0,0,0
26,4378,134
0,3,6
1,2,3
0,0,0
26,4381,140
0,0,0
1,2,3
0,0,0
26,4381,140
0,0,0
1,2,3
23,14,1
0,4052,91
0,0,42
1,2,3
2,1,1
21,4057,83
0,8,50
1,2,3
0,0,0
23,4065,121
0,1,13
1,2,3
0,0,0
23,4060,117
0,6,17
1,2,3
0,0,0
23,4066,129
0,0,5
1,2,3
0,0,0
23,4063,128
0,3,6
1,2,3
0,0,0
23,4066,134
0,0,0
1,2,3
0,0,0
23,4066,134
0,0,0
1,2,3
20,13,1
0,3745,82
0,0,37
1,2,3
2,2,1
18,3746,75
0,10,44
1,2,3
0,0,0
20,3757,110
0,1,10
1,2,3
0,0,0
20,3753,106
0,5,14
1,2,3
0,0,0
20,3758,114
0,0,6
1,2,3
0,0,0
20,3755,112
0,3,8
1,2,3
0,0,0
20,3758,120
0,0,0
1,2,3
0,0,0
20,3758,120
0,0,0
1,2,3
19,14,1
0,3430,73
0,0,36
1,2,3
2,2,1
17,3431,69
0,11,40
1,2,3
0,0,0
19,3442,100
0,2,10
1,2,3
0,0,0
19,3441,96
0,3,14
1,2,3
0,0,0
19,3444,108
0,0,2
1,2,3
0,0,0
19,3443,106
0,1,4
1,2,3
0,0,0
19,3444,110
0,0,0
1,2,3
