1,2,3
28,18,2
0,5943,112
0,0,69
1,2,3
3,2,2
25,5942,96
0,17,85
1,2,3
0,0,0
28,5958,158
0,3,25
1,2,3
0,0,0
28,5948,153
0,13,30
1,2,3
0,0,0
28,5956,167
0,5,16
1,2,3
0,0,0
28,5955,165
0,6,18
1,2,3
0,0,0
28,5958,174
0,3,9
1,2,3
0,0,0
28,5957,171
0,4,12
1,2,3
27,17,2
0,5627,110
0,0,64
1,2,3
2,1,2
25,5626,96
0,17,78
1,2,3
0,0,0
27,5640,152
0,4,24
1,2,3
0,0,0
27,5631,147
0,13,29
1,2,3
0,0,0
27,5639,160
0,5,16
1,2,3
0,0,0
27,5638,158
0,6,18
1,2,3
0,0,0
27,5641,167
0,3,9
1,2,3
0,0,0
27,5640,165
0,4,11
1,2,3
24,15,2
0,5314,102
0,0,65
1,2,3
2,1,2
22,5308,90
0,20,77
1,2,3
0,0,0
24,5325,144
0,4,25
1,2,3
0,0,0
24,5317,139
0,12,30
1,2,3
0,0,0
24,5324,153
0,5,16
1,2,3
0,0,0
24,5323,151
0,6,18
1,2,3
0,0,0
24,5326,159
0,3,10
1,2,3
0,0,0
24,5325,158
0,4,11
1,2,3
24,14,1
0,5005,101
0,0,52
1,2,3
1,0,1
23,5001,89
0,18,64
1,2,3
0,0,0
24,5015,131
0,4,23
1,2,3
0,0,0
24,5007,127
0,12,27
1,2,3
0,0,0
24,5014,138
0,5,16
1,2,3
0,0,0
24,5013,135
0,6,19
1,2,3
0,0,0
24,5016,144
0,3,10
1,2,3
0,0,0
24,5014,142
0,5,12
1,2,3
21,15,1
0,4689,100
0,0,46
1,2,3
1,1,1
20,4686,90
0,17,56
1,2,3
0,0,0
21,4698,128
0,6,19
1,2,3
0,0,0
21,4693,124
0,11,23
1,2,3
0,0,0
21,4699,130
0,5,17
1,2,3
0,0,0
21,4698,128
0,6,19
1,2,3
0,0,0
21,4701,137
0,3,10
1,2,3
0,0,0
21,4699,135
0,5,12
1,2,3
20,18,1
0,4381,94
0,0,33
1,2,3
1,1,1
19,4385,85
0,13,42
1,2,3
0,0,0
20,4395,116
0,4,12
1,2,3
0,0,0
20,4393,113
0,6,15
1,2,3
0,0,0
20,4394,114
0,5,14
1,2,3
0,0,0
20,4394,112
0,5,16
1,2,3
0,0,0
20,4397,121
0,2,7
1,2,3
0,0,0
20,4395,119
0,4,9
1,2,3
20,17,1
0,4066,94
0,0,25
1,2,3
2,1,1
18,4068,85
0,14,34
1,2,3
0,0,0
20,4077,109
0,6,11
1,2,3
0,0,0
20,4076,106
0,7,14
1,2,3
0,0,0
20,4079,111
0,4,9
1,2,3
0,0,0
20,4077,108
0,6,12
1,2,3
0,0,0
20,4078,114
0,5,6
1,2,3
0,0,0
20,4077,114
0,6,6
1,2,3
19,16,1
0,3755,80
0,0,27
1,2,3
2,1,1
17,3758,75
0,12,32
1,2,3
0,0,0
19,3765,96
0,6,12
1,2,3
0,0,0
19,3765,93
0,6,15
1,2,3
0,0,0
19,3769,99
0,2,9
1,2,3
0,0,0
19,3766,99
0,5,9
1,2,3
0,0,0
19,3767,103
0,4,5
1,2,3
0,0,0
19,3766,103
0,5,5
1,2,3
16,15,1
0,3440,74
0,0,27
1,2,3
1,1,1
15,3443,69
0,11,32
1,2,3
0,0,0
16,3449,90
0,6,12
1,2,3
0,0,0
16,3449,87
0,6,15
1,2,3
0,0,0
16,3453,93
0,2,9
1,2,3
0,0,0
16,3450,93
0,5,9
1,2,3
0,0,0
16,3452,97
0,3,5
1,2,3
0,0,0
16,3450,97
0,5,5
1,2,3
13,11,1
0,3129,72
0,0,22
1,2,3
1,1,1
12,3131,69
0,8,25
1,2,3
0,0,0
13,3136,84
0,4,11
1,2,3
0,0,0
13,3133,83
0,7,12
1,2,3
0,0,0
13,3137,86
0,3,9
1,2,3
0,0,0
13,3134,86
0,6,9
1,2,3
0,0,0
13,3137,90
0,3,5
1,2,3
0,0,0
13,3135,89
0,5,6
1,2,3
12,11,1
0,2814,64
0,0,21
1,2,3
1,1,1
11,2819,62
0,5,23
1,2,3
0,0,0
12,2821,76
0,4,10
1,2,3
0,0,0
12,2819,75
0,6,11
1,2,3
0,0,0
12,2822,78
0,3,8
1,2,3
0,0,0
12,2821,78
0,4,8
1,2,3
0,0,0
12,2825,86
0,0,0
1,2,3
0,0,0
12,2825,86
0,0,0
1,2,3
12,12,1
0,2500,58
0,0,15
1,2,3
1,3,1
11,2502,55
0,7,18
1,2,3
0,0,0
12,2507,65
0,5,9
1,2,3
0,0,0
12,2507,65
0,5,9
1,2,3
0,0,0
12,2512,74
0,0,0
1,2,3
0,0,0
12,2512,74
0,0,0
1,2,3
0,0,0
12,2512,74
0,0,0
1,2,3
0,0,0
12,2512,74
0,0,0
1,2,3
12,10,1
0,2186,52
